物件標題,地址,物件類型,屋齡,坪數,格局,樓層,價格
復興路裝潢精美3F近新橫濱商圈生活機能佳,基隆市中山區復興路,公寓,45.0年,30.1,3房(室)2廳2衛,3/4樓,598 萬
鄰近海洋大學海大附中低樓層低總價公寓3F,基隆市中正區祥豐街,公寓,48.2年,22.63,3房(室)1廳1衛,3/4樓,438 萬
百福車站 新建案公園樂 小資首選 自用出租皆可,基隆市七堵區長安街,華廈,N/A,17.58,1房(室)2廳1衛,2/7樓,650 萬
暖暖區碇內街好吉市對面3樓精美公寓,基隆市暖暖區碇內街,公寓,41.9年,23.45,3房(室)2廳1衛,3/4樓,498 萬
新橫濱精裝2房稀有露台戶拎包可住,基隆市中山區復興路,電梯大樓,2.9年,25.32,2房(室)1廳1衛,4/15樓,999 萬
美之國中前區庭院透天三代同堂好選擇,基隆市中山區復興路,透天厝,28.4年,45.83,4房(室)2廳3衛,B1~2/2樓,"1,288 萬"
中山區經國健康學院輕鬆收租六套房,基隆市中山區復興路,公寓,42.5年,27.21,6房(室)--廳6衛,4/5樓,468 萬
基隆市信義區正信路前段裝潢二樓免爬高,基隆市信義區正信路,公寓,41.6年,29.04,3房(室)2廳2衛,2/5樓,698 萬
基隆市天驕夢幻採光成家首選美三房車,基隆市安樂區樂利三街,電梯大樓,28.8年,39.82,3房(室)2廳2衛,17/20樓,828 萬
百福市場旁公寓4樓老屋翻新用心整理,基隆市七堵區百五街,公寓,43.0年,43.36,3房(室)2廳2衛,4/5樓,958 萬
安樂區低總價二房 經國學院自住收租,基隆市安樂區新西街,公寓,31.3年,15.26,2房(室)1廳1衛,3/5樓,250 萬
K2-139基隆基金一路國花社區一樓四房車,基隆市安樂區基金一路,華廈,30.2年,76.75,4房(室)5廳3衛,1/6樓,"1,888 萬"
附近有北二高 住家或辦公室皆宜電梯2,基隆市安樂區樂利三街,電梯大樓,28.8年,34.72,#NAME?,1/20樓,770 萬
暖暖區新都里松泉漂亮格局電梯三房,基隆市暖暖區暖暖街,華廈,20.8年,37.85,3房(室)2廳2衛,4/10樓,"1,170 萬"
基隆市信義區法院旁東信東橋絢麗雲彩2房,基隆市信義區東信路,公寓,44.9年,26.19,2房(室)3廳2衛,5/5樓,468 萬
信義區深澳坑路微笑台北旁稀有2樓,基隆市信義區深澳坑路,公寓,31.1年,67.49,4房(室)3廳3衛,2/5樓,798 萬
附近有北二高 住家或辦公室皆宜電梯1,基隆市安樂區樂利三街,電梯大樓,28.8年,36.36,#NAME?,1/20樓,799 萬
七堵崇廉街2樓4房下樓旁邊有公園2樓,基隆市七堵區崇廉街,公寓,49.1年,26.61,4房(室)2廳1衛,2/4樓,688 萬
近三坑火車站電梯華麗站前一樓店住,基隆市仁愛區龍安街,華廈,17.1年,31.22,1房(室)1廳1衛,1/9樓,"1,280 萬"
田園調布對街前後陽台方正雙併華廈,基隆市信義區東峰街,華廈,31.6年,33.54,3房(室)2廳1衛,7/7樓,688 萬
市區低總價正榮街亮麗三房雙衛3樓,基隆市中正區正榮街,公寓,42.3年,30.41,3房(室)2廳2衛,3/4樓,558 萬
基隆市暖暖區源遠路稀有3樓投資屋,基隆市暖暖區源遠路,公寓,45.2年,32.09,4房(室)2廳1衛,3/4樓,498 萬
基隆市安樂區麥金路橘郡中區美三房,基隆市安樂區麥金路,電梯大樓,28.3年,34.32,3房(室)2廳2衛,2/12樓,"1,190 萬"
近市區東信路稀有採光漂亮電梯美四房,基隆市信義區東信路,華廈,32.5年,41.04,4房(室)2廳2衛,4/6樓,"1,050 萬"
安樂大武崙黃昏市場基金交流道旁倉庫,基隆市安樂區武嶺街,N/A,45.6年,155.17,#NAME?,B1/5樓,988 萬
新豐街海景電梯三房加平面車位有裝潢,基隆市中正區新豐街,電梯大樓,29.3年,46.92,3房(室)2廳2衛,12/12樓,"1,098 萬"
新豐岩大安邸四房+平面車位稀有釋出,基隆市中正區新豐街,華廈,5.5年,66.07,4房(室)2廳2衛,3/10樓,"1,698 萬"
市區近廟口膝蓋救星3房有雙套衛浴,基隆市仁愛區延平街,公寓,56.3年,30.32,3房(室)2廳2衛,1/4樓,"1,150 萬"
新豐商圈代官山邊間三代同堂氣派透天,基隆市中正區新豐街,透天厝,17.4年,66.74,4房(室)2廳3衛,1~4/4樓,"2,380 萬"
西定路正馬路旁邊透天可住家可商辦,基隆市中山區西定路,透天厝,N/A,33.49,3房(室)2廳2衛,1~3/3樓,"1,280 萬"
西定路正馬路旁邊透天可住家可商辦,基隆市中山區西定路,透天厝,N/A,33.49,3房(室)2廳2衛,1~3/3樓,"1,280 萬"
基隆市東信路法院商圈平地精美裝潢三房,基隆市信義區東信路,公寓,43.4年,26.4,3房(室)2廳1衛,5/5樓,498 萬
基隆市仁愛區南新小資投資精美三套房,基隆市仁愛區南新街,公寓,54.1年,23.8,3房(室)--廳3衛,4/4樓,368 萬
基隆信義區深澳坑路邊住三、住四建地,基隆市信義區深美段,土地,N/A,--,#NAME?,#NAME?,"33,950 萬"
水美明亮2房2衛 有陽台採光明亮,基隆市中正區觀海街,電梯大樓,26.8年,22.27,2房(室)1廳2衛,4/15樓,468 萬
空間重塑品味升級大慶溫馨精裝三房,基隆市安樂區中和路,公寓,28.9年,39.06,3房(室)2廳2衛,5/5樓,520 萬
"長庚安樂天驕裝潢三房車位視野遼闊,近國道一、三號",基隆市安樂區樂利三街,電梯大樓,28.8年,54.67,3房(室)2廳2衛,16/20樓,"1,200 萬"
基隆市中正美妝4房全新整理次頂樓,基隆市中正區中正路,公寓,40.7年,32.96,4房(室)2廳2衛,4/5樓,598 萬
溫馨兩房設計裝潢車站國道商圈交通生活全能宅,基隆市七堵區福三街,公寓,47.4年,25.28,2房(室)2廳1衛,4/4樓,788 萬
義二路商圈 基隆塔 適各行各業 金透店,基隆市中正區義二路,透天厝,63.2年,36,#NAME?,1~3/3樓,"2,400 萬"
鐵專東都花園大廈B區三面採光四房車,基隆市安樂區基金二路,電梯大樓,32.8年,52.46,4房(室)2廳2衛,6/14樓,990 萬
基隆市孝一路牛仔街精華地段雅致三房,基隆市仁愛區孝一路,公寓,50.6年,19.15,3房(室)1廳1衛,4/4樓,598 萬
長庚壯觀台北電梯三房八德國一長庚醫院,基隆市安樂區樂利二街,華廈,30.0年,34.73,3房(室)2廳2衛,7/7樓,730 萬
近武嶺商圈生活機能完善台北大國三房,基隆市安樂區武嶺街,華廈,29.7年,39.33,3房(室)2廳2衛,3/7樓,"1,038 萬"
田寮河尾端平地電梯3房含車位屋況佳,基隆市信義區東明路,華廈,30.2年,31.94,3房(室)2廳2衛,2/5樓,888 萬
新橫濱星野高樓層邊間視野三房平面車位,基隆市中山區復興路,電梯大樓,2.9年,44.82,3房(室)2廳2衛,11/14樓,"1,480 萬"
暖暖交流道旁國安路雙拼四+五樓超值貨,基隆市暖暖區國安路,公寓,43.1年,44.1,4房(室)2廳2衛,4/4樓,380 萬
市區都發仁人愛稀有高樓三房+平車,基隆市仁愛區崇安街,電梯大樓,N/A,52.91,#NAME?,7/12樓,"2,580 萬"
基隆市仁愛區三坑市區電梯美3房2衛,基隆市仁愛區南榮路,華廈,30.1年,25.84,3房(室)2廳2衛,2/8樓,850 萬
基隆市中正區水美面中庭四房平面車位,基隆市中正區觀海街,電梯大樓,26.8年,50.07,4房(室)2廳1衛,5/16樓,838 萬
海大旁海濱國宅精美海景收租三套房,基隆市中正區正濱路,公寓,31.3年,28.84,3房(室)--廳3衛,5/5樓,598 萬
長庚商圈安樂壯觀台北綠意四房+平面車位,基隆市安樂區樂利二街,華廈,30.2年,53.83,4房(室)2廳2衛,5/7樓,"1,320 萬"
"信二路全新裝潢,水電管線更新優質2房",基隆市信義區信二路,公寓,29.5年,18.2,2房(室)1廳1衛,4/5樓,558 萬
基隆市中山區復興路新橫濱旁美2樓,基隆市中山區復興路,公寓,45.0年,27.95,3房(室)2廳2衛,2/4樓,698 萬
光華國宅三房電梯方便停車近基隆火車站及國道一號,基隆市仁愛區成功一路,電梯大樓,28.3年,50.38,3房(室)2廳2衛,7/14樓,"1,380 萬"
東方帝景稀有釋出無限視野採光套房,基隆市仁愛區仁一路,電梯大樓,17.7年,17.42,1房(室)1廳1衛,15/31樓,980 萬
佛系美屋新橫濱星野區裝潢兩房車位,基隆市中山區復興路,電梯大樓,2.9年,29.96,2房(室)1廳1衛,10/15樓,"1,090 萬"
基隆市安樂區陽光加樂比一樓裝潢美屋,基隆市安樂區武隆街,公寓,30.9年,32.04,3房(室)2廳2衛,1/5樓,698 萬
百福社區邊間四樓美宅-永久棟距視野,基隆市七堵區實踐路,公寓,44.7年,28.69,3房(室)2廳1衛,4/5樓,798 萬
港都傳奇高樓景觀三房格局方正空間好運用,基隆市信義區教孝街,電梯大樓,32.3年,33.83,3房(室)2廳2衛,12/15樓,730 萬
基隆市中正區觀海街水美一樓小巧可愛真賺錢,基隆市中正區觀海街,電梯大樓,26.8年,21.53,--房(室)1廳2衛,1/15樓,598 萬
基隆市中正區觀海街水美一樓小巧可愛真賺錢,基隆市中正區觀海街,電梯大樓,26.8年,21.53,--房(室)1廳2衛,1/15樓,598 萬
基隆市安樂區武嶺街3房亮麗美2F,基隆市安樂區武嶺街,公寓,49.8年,23.65,3房(室)2廳1衛,2/4樓,666 萬
基隆市中正區新豐商圈早安國揚兩房車,基隆市中正區新豐街,華廈,4.0年,34.88,2房(室)2廳1衛,2/9樓,998 萬
新豐愛買雙核心商圈海中天四房平車,基隆市中正區新豐街,華廈,29.9年,59.84,4房(室)2廳2衛,5/9樓,"1,068 萬"
基隆市中正區觀海街水美一樓邊間真賺錢,基隆市中正區觀海街,電梯大樓,26.8年,34.22,1房(室)1廳1衛,1/15樓,900 萬
仁愛區劉銘傳路稀有獨棟一層一戶二樓,基隆市仁愛區劉銘傳路,公寓,51.4年,30.36,3房(室)2廳1衛,2/4樓,730 萬
台北雪梨灣3房車位 海科館.潮境公園,基隆市中正區和豐街,電梯大樓,1.2年,52.83,3房(室)2廳2衛,6/11樓,"1,338 萬"
安樂區電梯華廈 四房平車 長庚商圈機能佳交通便利,基隆市安樂區樂利二街,華廈,30.2年,53.83,4房(室)2廳2衛,5/7樓,"1,320 萬"
信義景觀兩房車位,基隆市信義區崇法街,華廈,5.4年,40.67,2房(室)2廳1衛,8/9樓,"1,038 萬"
基隆市七堵區大埔交流道旁香村電梯別莊,基隆市七堵區大華二路,透天厝,32.8年,135.56,5房(室)4廳3衛,1~3/3樓,"2,980 萬"
中正區低樓層2樓 摩托車可到看基隆塔,基隆市中正區正義路,公寓,57.4年,18.63,2房(室)1廳1衛,2/3樓,368 萬
仁愛區劉銘傳路稀有獨棟一層一戶三樓,基隆市仁愛區劉銘傳路,公寓,51.4年,30.36,2房(室)2廳1衛,3/4樓,650 萬
市區東信路5+6小資成家四房美屋,基隆市信義區東信路,公寓,42.7年,28.1,4房(室)2廳2衛,5/5樓,588 萬
基隆正市中心稀有總合漁行批發店面,基隆市仁愛區孝一路,公寓,46.9年,7.28,#NAME?,1/4樓,750 萬
甲山林巴洛克崗石地標社區城上城H棟優質3房,基隆市安樂區麥金路,電梯大樓,9.7年,45.43,3房(室)2廳2衛,5/18樓,"2,288 萬"
近基隆火車站中華路邊3樓3小資屋,基隆市中山區中華路,公寓,45.0年,30.44,3房(室)2廳1衛,3/4樓,498 萬
大武崙基金康荷賞文昌別墅平面柱邊車位,基隆市安樂區基金一路,透天厝,19.6年,70.66,5房(室)2廳4衛,1~4/4樓,"1,800 萬"
基隆市安樂區國家新城溫馨美公寓三房,基隆市安樂區樂利三街,公寓,46.9年,24.04,3房(室)2廳2衛,4/4樓,498 萬
潮境公園旁水美海景180度1房+車位,基隆市中正區觀海街,電梯大樓,26.8年,33.9,1房(室)2廳1衛,13/16樓,598 萬
正廟口夜市旁愛三路上雙層大空間公寓,基隆市仁愛區愛三路,公寓,N/A,56.54,7房(室)3廳3衛,4~5/5樓,"2,100 萬"
東光路正路邊自有天地6房透天露台,基隆市信義區東光路,透天厝,49.9年,23.12,6房(室)3廳1衛,1~2/2樓,768 萬
近市區獨棟景觀電梯綠意盎然3房2衛,基隆市信義區正信路,華廈,35.1年,59.62,3房(室)2廳2衛,4/5樓,898 萬
基隆市仁愛區劉銘傳路自住+倉儲1樓,基隆市仁愛區劉銘傳路,公寓,47.7年,26.52,3房(室)2廳1衛,B1/5樓,798 萬
基金交流道旁大武崙安樂區工業廠房,基隆市安樂區基金一路,廠房,53.6年,92.93,9房(室)2廳1衛,1/1樓,"9,910 萬"
信義區麗景江山採光美景綠意三房平車,基隆市信義區深溪路,華廈,28.2年,38.75,3房(室)2廳2衛,4/7樓,888 萬
市區稀有釋出台北香港電梯質感三房,基隆市仁愛區南榮路,電梯大樓,31.2年,35.12,3房(室)2廳2衛,8/15樓,"1,588 萬"
市區仁愛國小旁仁愛經典電梯華廈三房,基隆市仁愛區南榮路,華廈,30.3年,29.33,3房(室)2廳2衛,5/7樓,698 萬
基隆市安樂市場旁精華商圈地段二房,基隆市安樂區安一路,公寓,34.8年,26.81,2房(室)1廳1衛,5/5樓,498 萬
威鎮八方邊間一樓可住辦可自住收租,基隆市信義區正信路,華廈,28.4年,31.48,#NAME?,1/6樓,758 萬
全民一家裝潢一樓3房空間感佳近國道3號,基隆市中山區復興路,公寓,30.4年,40.82,3房(室)2廳2衛,B1~1/5樓,838 萬
中山區新橫濱星野區3房加平面車位,基隆市中山區復興路,電梯大樓,2.9年,44.92,3房(室)2廳2衛,12/15樓,"1,518 萬"
中山區新橫濱星野區3房加平面車位,基隆市中山區復興路,電梯大樓,2.9年,44.92,3房(室)2廳2衛,12/15樓,"1,518 萬"
基隆市安樂區大武崙上堤山景大三房,基隆市安樂區基金一路,電梯大樓,26.9年,33.92,3房(室)2廳2衛,9/12樓,798 萬
東光路陽光穿透家的溫度低樓層三房,基隆市信義區東光路,公寓,37.1年,30.54,3房(室)2廳1衛,2/5樓,528 萬
強打案件孔雀開屏附平面車位入住安樂強大生活圈,基隆市安樂區基金一路,電梯大樓,30.8年,49.98,2房(室)2廳2衛,6/12樓,998 萬
中平街前區低樓層光影有序無聲美好,基隆市安樂區中平街,公寓,47.7年,28.85,3房(室)2廳2衛,2/4樓,388 萬
基隆市安樂區翠湖山莊樓中樓四房車位,基隆市安樂區樂利三街,公寓,33.4年,64.95,4房(室)3廳3衛,4~5/5樓,"1,018 萬"
基隆市暖暖區膝蓋救星二樓使用空間大,基隆市暖暖區東勢街,公寓,44.9年,24.43,3房(室)2廳1衛,2/4樓,599 萬
基隆市中山區德安家康精美透天美屋,基隆市中山區德安路,透天厝,19.0年,87.26,5房(室)3廳4衛,1~4/4樓,"1,980 萬"
七堵泰安路前陽台進出 邊間大三房美寓,基隆市七堵區泰安路,公寓,34.1年,40.68,3房(室)2廳2衛,4/5樓,658 萬
東明路法院旁晨光靜靜首購起家三房,基隆市信義區東明路,公寓,48.8年,25.03,3房(室)2廳2衛,4/4樓,368 萬
市區建國新村便利生活好成家三房~推,基隆市信義區信二路,公寓,42.2年,30.09,3房(室)2廳2衛,4/5樓,668 萬
近基隆市中心廟口正信路免整理2房,基隆市信義區正信路,公寓,50.2年,24.98,2房(室)2廳1衛,4/4樓,368 萬
基隆市中正區和平島商業用透天公寓,基隆市中正區和一路,公寓,46.8年,56.66,6房(室)3廳5衛,1~4/4樓,"1,088 萬"
星河繪質感裝潢景觀宅兩房平面車位,基隆市中正區調和街,電梯大樓,6.7年,37.69,2房(室)2廳1衛,12/14樓,999 萬
安樂區中平街亮麗裝潢四房景觀美寓,基隆市安樂區中平街,公寓,47.1年,38.58,4房(室)2廳2衛,4/4樓,538 萬
基隆中山區新橫濱旁復興路2房採光佳,基隆市中山區復興路,公寓,42.3年,30.44,2房(室)1廳1衛,4/5樓,498 萬
基隆中山區經國學院旁採光家四樓2房,基隆市中山區復興路,公寓,42.3年,27.72,2房(室)2廳1衛,4/5樓,478 萬
珍心推薦~麗景天下超低投資首選標的辦公室,基隆市七堵區麗景一街,公寓,33.9年,112.84,#NAME?,4/4樓,"1,380 萬"
新橫濱夢悅城無印風裝潢三房平面車位,基隆市中山區復興路,電梯大樓,1.7年,44.74,3房(室)2廳2衛,10/13樓,"1,580 萬"
離塵不離城安樂區中平街寧靜優美2房,基隆市安樂區中平街,公寓,45.8年,22.19,2房(室)2廳1衛,3/4樓,368 萬
基隆市低總價成家首選中和路富都新城,基隆市安樂區中和路,公寓,41.5年,34.84,3房(室)2廳2衛,4/4樓,468 萬
基隆新火車站旁中山二路雙拼電梯3房,基隆市中山區中山二路,華廈,31.1年,35.46,3房(室)2廳2衛,2/7樓,"1,030 萬"
新橫濱夢悅城景觀採光宅三房雙車位,基隆市中山區復興路,電梯大樓,1.7年,50.14,3房(室)2廳2衛,7/13樓,"1,598 萬"
義二路公寓5樓 生活機能佳 自住收租皆宜,基隆市中正區義二路,公寓,39.6年,25.32,1房(室)2廳1衛,5/5樓,348 萬
新豐收租3套房.新豐商圈.全聯福利中心,基隆市中正區新豐街,公寓,28.9年,32.5,3房(室)--廳3衛,5/5樓,420 萬
基隆七堵瑪陵有水有電車可到農牧用地-R13,基隆市七堵區自強段,土地,N/A,--,#NAME?,#NAME?,"9,888 萬"
基隆市信義區全聯旁低樓層裝潢美公寓,基隆市信義區東明路,公寓,56.1年,23.32,3房(室)1廳2衛,2/4樓,698 萬
田園調布旁透天.愛買賣場旁.62快速道路,基隆市信義區東峰街,透天厝,50.7年,18.65,4房(室)3廳1衛,1~2/2樓,650 萬
基隆市仁愛區南榮龍安阿微剉冰旁一樓,基隆市仁愛區龍安街,公寓,48.8年,17.85,2房(室)1廳1衛,1/4樓,638 萬
基隆市信義區微笑台北面中庭3房平車,基隆市信義區孝東路,電梯大樓,8.0年,62.82,3房(室)2廳2衛,15/15樓,"1,888 萬"
基隆市仁愛區仁愛健康階梯好漢3房,基隆市仁愛區南榮路,透天厝,N/A,17.64,3房(室)1廳1衛,1/1樓,168 萬
基隆市仁愛區仁愛健康階梯好漢3房,基隆市仁愛區南榮路,透天厝,N/A,17.64,3房(室)1廳1衛,1/1樓,168 萬
基隆安樂區轟動天廈全新裝潢近國道1號景觀2房,基隆市安樂區麥金路,電梯大樓,31.0年,16.79,2房(室)1廳1衛,13/19樓,538 萬
國道1號旁鄰廟口生活商圈自來街三角窗店面,基隆市仁愛區自來街,公寓,48.2年,28.73,--房(室)1廳1衛,1/5樓,898 萬
基隆市中正區安瀾橋旁三角窗雙店面,基隆市中正區豐稔街,公寓,45.0年,27.66,--房(室)2廳2衛,1/5樓,"1,088 萬"
信義區東明路平地２樓新裝潢美三房,基隆市信義區東明路,公寓,56.1年,23.32,3房(室)1廳2衛,2/4樓,698 萬
基隆市樂區樂利二街願景三房+平面車位,基隆市安樂區樂利二街,電梯大樓,25.8年,45.83,3房(室)2廳1衛,8/13樓,"1,150 萬"
暖暖寧靜街低總價便宜邊間三房好宅,基隆市暖暖區寧靜街,公寓,48.8年,25.07,3房(室)2廳1衛,2/4樓,428 萬
安樂區 長庚商圈 四房精裝戶 平面車位 交通便利,基隆市安樂區安和二街,電梯大樓,16.8年,68.63,4房(室)2廳2衛,8/13樓,"2,200 萬"
基隆市信義區信義國中旁學區精美電梯四房,基隆市信義區東信路,華廈,32.5年,41.04,4房(室)2廳2衛,4/6樓,"1,050 萬"
基隆市七堵區百福低樓層零公設三房,基隆市七堵區百五街,公寓,45.2年,29.06,3房(室)2廳2衛,3/5樓,698 萬
七堵八德四代同堂車庫透天、長庚商圈、國道一號,基隆市七堵區八德路,透天厝,28.9年,76.18,5房(室)4廳5衛,B1~3/3樓,998 萬
近市區威鎮八方社區三房+平面車位,基隆市信義區正信路,華廈,28.4年,44.42,3房(室)2廳1衛,1/6樓,798 萬
富泉II全新深美電梯雙店面匠心鉅作,基隆市信義區深美街,華廈,1.1年,144.01,#NAME?,1/7樓,"6,200 萬"
市區萬國大廈電梯高層海景裝潢兩房,基隆市中正區中正路,電梯大樓,47.3年,21.82,2房(室)1廳1衛,10/12樓,688 萬
安樂區樹學院1樓亮麗露台戶二房車,基隆市安樂區武崙街,華廈,3.6年,31.38,2房(室)2廳1衛,1/5樓,"1,380 萬"
華江家園基隆市暖暖車站旁頂樓公寓,基隆市暖暖區源遠路,公寓,29.8年,31.98,3房(室)2廳2衛,5/5樓,438 萬
基隆市安樂區基金一路皇地社區3房,基隆市安樂區基金一路,電梯大樓,29.5年,31.97,3房(室)2廳1衛,7/12樓,868 萬
最近大自然芬多精的社區信義之心露台戶2房,基隆市信義區崇法街,華廈,5.4年,28.69,2房(室)2廳1衛,1/9樓,998 萬
信義市場旁4+5樓魔術裝潢大空間,基隆市信義區義六路,公寓,57.3年,28.17,3房(室)2廳1衛,4/4樓,720 萬
