物件標題,地址,物件類型,屋齡,坪數,格局,樓層,價格
東光路邊6房透天,基隆市信義區東光路,透天厝,49.9年,23.12,6房(室)3廳1衛,1~2/2樓,768 萬
登輝三樓,基隆市中正區新豐街,公寓,28.9年,31.43,3房(室)2廳1衛,3/5樓,528 萬
登輝前區4樓三房,基隆市中正區新豐街,公寓,28.9年,31.39,3房(室)2廳1衛,4/5樓,458 萬
專立德路平地四房,基隆市中正區立德路,公寓,42.1年,39.77,4房(室)2廳2衛,4/4樓,438 萬
信義月眉路庭院裝潢1樓,基隆市信義區月眉路,公寓,50.3年,9.08,2房(室)1廳1衛,1/2樓,298 萬
月眉路精裝一樓,基隆市信義區月眉路,公寓,50.3年,9.08,2房(室)1廳1衛,1/2樓,298 萬
廟口透天電梯收租套房,基隆市仁愛區愛四路,透天厝,N/A,48.66,9房(室)--廳9衛,1~5/5樓,"3,850 萬"
水美前區山景2房,基隆市中正區觀海街,電梯大樓,26.8年,21.87,2房(室)1廳2衛,6/16樓,498 萬
夢悅獨立車位景觀2房,基隆市中山區復興路,電梯大樓,1.7年,35.29,2房(室)1廳1衛,21/22樓,"1,298 萬"
柏悅府旁創意透天(四),基隆市信義區義六路,透天厝,N/A,20.51,#NAME?,1~2/2樓,650 萬
大武崙電梯奈米汗蒸３房,基隆市安樂區基金一路,電梯大樓,26.9年,19.48,3房(室)1廳1衛,1/12樓,560 萬
桃花源２樓大三房,基隆市信義區花源一街,公寓,35.8年,39.05,3房(室)2廳2衛,2/5樓,698 萬
武聖街二樓3房,基隆市安樂區武聖街,公寓,35.5年,29.82,3房(室)2廳1衛,2/5樓,398 萬
近七堵車站三房創意屋,基隆市七堵區明德二路,公寓,35.2年,33.02,3房(室)1廳2衛,5/5樓,548 萬
台北生活家亮麗2房,基隆市安樂區樂利三街,華廈,34.1年,25.16,2房(室)1廳1衛,7/7樓,578 萬
登輝孝親一樓,基隆市中正區新豐街,公寓,28.9年,28.44,3房(室)2廳1衛,1/5樓,758 萬
大慶溫馨大3房,基隆市安樂區中和路,公寓,30.7年,39.62,3房(室)2廳2衛,4/5樓,558 萬
大慶溫馨大3房,基隆市安樂區中和路,公寓,30.7年,39.62,3房(室)2廳2衛,4/5樓,558 萬
祥豐街3樓美寓,基隆市中正區祥豐街,公寓,42.2年,31.47,3房(室)2廳2衛,3/3樓,598 萬
早安國揚2房+車位,基隆市中正區新豐街,華廈,4.0年,38.34,2房(室)1廳1衛,2/9樓,958 萬
樂一路機能3房,基隆市安樂區樂一路,公寓,36.3年,25.42,3房(室)1廳1衛,4/5樓,438 萬
悠活台北唯美透天,基隆市中正區調和街,透天厝,10.1年,58.96,4房(室)2廳4衛,1~4/4樓,"1,588 萬"
武聖街便宜2樓,基隆市安樂區武聖街,公寓,35.5年,29.82,3房(室)2廳1衛,2/5樓,398 萬
國城金店面,基隆市安樂區樂利三街,公寓,43.9年,23.18,#NAME?,1/5樓,"1,800 萬"
東信路靜巷4房,基隆市信義區東信路,公寓,43.5年,27.69,4房(室)2廳1衛,3/5樓,480 萬
安和一街3房低總價成家戶,基隆市安樂區安和一街,公寓,45.2年,21.9,3房(室)2廳1衛,4/5樓,465 萬
新豐街3字頭小資2房,基隆市中正區新豐街,公寓,42.5年,24.51,2房(室)2廳1衛,4/4樓,338 萬
調和市場旁低總價2樓,基隆市中正區調和街,公寓,48.8年,25.54,3房(室)2廳1衛,2/2樓,398 萬
低總價好成家三房,基隆市中山區復興路,公寓,48.4年,21.49,3房(室)2廳1衛,4/4樓,368 萬
南榮路景觀美兩房,基隆市仁愛區南榮路,公寓,31.9年,18.35,2房(室)2廳1衛,4/4樓,388 萬
海艷精裝三房平車,基隆市中正區新豐街,電梯大樓,2.0年,49.97,3房(室)2廳2衛,8/11樓,"1,550 萬"
城上城精裝玄關2房,基隆市安樂區麥金路,電梯大樓,9.7年,22.58,2房(室)1廳1衛,6/25樓,"1,080 萬"
新豐街前排美透天,基隆市中正區新豐街,透天厝,41.9年,31.85,3房(室)2廳2衛,1~2/2樓,"1,298 萬"
中正路海景電梯2房,基隆市中正區中正路,電梯大樓,47.3年,21.82,2房(室)1廳1衛,10/12樓,688 萬
中正路邊間4樓,基隆市中正區中正路,公寓,40.3年,26.84,#NAME?,4/5樓,338 萬
近七堵車站一樓 門口好停車,基隆市七堵區崇孝街,公寓,47.7年,25.42,3房(室)2廳2衛,1/4樓,"1,288 萬"
大慶採光低樓層3房,基隆市安樂區中和路,公寓,30.8年,35.27,3房(室)2廳2衛,2/5樓,520 萬
中正北寧路海科館旁２樓,基隆市中正區北寧路,公寓,45.2年,18.23,#NAME?,2/5樓,398 萬
市區低價1樓,基隆市仁愛區南榮路,透天厝,N/A,13.67,#NAME?,1/1樓,198 萬
百福精裝美三房,基隆市七堵區福三街,公寓,47.4年,23.63,3房(室)2廳1衛,4/4樓,788 萬
華妍閣前區電梯三房,基隆市信義區深澳坑路,華廈,17.7年,30.16,3房(室)2廳2衛,4/5樓,798 萬
大慶便宜成家3房,基隆市安樂區中和路,公寓,30.8年,33.63,3房(室)2廳2衛,5/5樓,358 萬
東明路稀有華廈3房,基隆市信義區東明路,華廈,30.7年,44.78,2房(室)2廳2衛,6/7樓,"1,468 萬"
百福小豪宅附空中花園,基隆市七堵區福三街,公寓,47.4年,23.63,3房(室)2廳1衛,4/4樓,788 萬
柏悅府旁創意透天(三),基隆市信義區義六路,透天厝,N/A,11.34,#NAME?,1/1樓,650 萬
柏悅府旁創意透天(二),基隆市信義區義六路,透天厝,N/A,20.51,#NAME?,1~2/2樓,355 萬
羅傑摩爾魔術空間3房,基隆市暖暖區過港路,電梯大樓,29.8年,40.7,3房(室)3廳3衛,11/11樓,"1,280 萬"
忠四路透天店面,基隆市仁愛區忠四路,透天厝,N/A,35.24,6房(室)3廳3衛,1~3/3樓,"1,480 萬"
忠四路透天店面,基隆市仁愛區忠四路,透天厝,N/A,35.24,6房(室)3廳3衛,1~3/3樓,"1,480 萬"
大香港套房+平車,基隆市信義區深澳坑路,電梯大樓,29.5年,23.06,1房(室)1廳1衛,13/16樓,488 萬
星野公園景觀2房車,基隆市中山區復興路,電梯大樓,2.9年,33.23,2房(室)1廳1衛,13/15樓,"1,218 萬"
義二路溫馨樓中樓電梯三房,基隆市中正區義二路,華廈,25.9年,20.72,3房(室)2廳2衛,4/5樓,998 萬
女中旁平地5+6頂加,基隆市信義區東信路,公寓,47.7年,24.07,7房(室)2廳2衛,5/5樓,298 萬
夢悅城兩房+車位,基隆市中山區復興路,電梯大樓,1.7年,33.87,2房(室)1廳1衛,9/13樓,"1,200 萬"
正信路勢在必行收租天后,基隆市信義區正信路,公寓,43.8年,23.68,6房(室)--廳6衛,B1/5樓,598 萬
義六路3F,基隆市信義區義六路,公寓,57.7年,23.52,3房(室)2廳1衛,3/4樓,580 萬
威鎮八方,基隆市信義區正信路,華廈,28.4年,51.52,#NAME?,1/6樓,"1,080 萬"
普羅旺世美景屋,基隆市中正區新豐街,華廈,16.8年,39.32,3房(室)2廳2衛,3/6樓,"1,030 萬"
復興雙車位景觀透天,基隆市中山區復興路,透天厝,30.5年,48.37,#NAME?,1~2/2樓,998 萬
安樂國揚3房+車位,基隆市安樂區基金一路,公寓,29.5年,42.59,3房(室)2廳2衛,5/5樓,550 萬
東信路平地美3房,基隆市信義區東信路,公寓,43.4年,26.4,3房(室)2廳1衛,5/5樓,498 萬
東信路美妝三房,基隆市信義區東信路,公寓,43.4年,26.4,3房(室)2廳1衛,5/5樓,498 萬
美麗上城旁邊間採光2樓,基隆市暖暖區國安路,公寓,43.1年,22.05,2房(室)1廳1衛,2/4樓,330 萬
仁愛區精裝一樓,基隆市仁愛區仁二路,公寓,56.5年,26.17,4房(室)2廳2衛,1/4樓,"1,100 萬"
東明路1F大四房,基隆市信義區東明路,公寓,35.4年,36.77,4房(室)2廳2衛,1/5樓,998 萬
勤家樸真三房車,基隆市安樂區武崙街,華廈,0.8年,44.03,3房(室)2廳2衛,7/7樓,"1,528 萬"
台北大鎮龍頭戶3房,基隆市暖暖區碇內街,電梯大樓,16.3年,41.35,3房(室)2廳2衛,4/14樓,"1,198 萬"
光華國宅中區3房+車位,基隆市仁愛區成功一路,電梯大樓,28.3年,51.92,3房(室)2廳2衛,4/14樓,"1,498 萬"
仁愛區精裝美三房,基隆市仁愛區仁二路,公寓,56.5年,22.57,3房(室)2廳2衛,2/4樓,750 萬
火車站旁雙拼大戶,基隆市仁愛區忠三路,公寓,44.6年,38.29,3房(室)2廳2衛,5/6樓,838 萬
信義城精美3房平車,基隆市信義區深溪路,華廈,8.0年,36.68,3房(室)2廳1衛,5/10樓,"1,268 萬"
新西街平地低總3房,基隆市安樂區新西街,公寓,51.4年,20.78,3房(室)1廳2衛,4/4樓,438 萬
正市區三房美寓,基隆市仁愛區孝二路,公寓,49.1年,25.85,3房(室)2廳2衛,4/5樓,658 萬
水美無障礙一樓三房平車,基隆市中正區觀海街,電梯大樓,49.1年,46.26,3房(室)2廳2衛,1/15樓,838 萬
巴賽前區大套房,基隆市中正區新豐街,電梯大樓,27.9年,16.86,1房(室)1廳1衛,5/18樓,455 萬
小北投華麗一樓,基隆市信義區義六路,公寓,52.3年,16.91,3房(室)2廳2衛,1/4樓,798 萬
百福日系風3房+私人花園,基隆市七堵區福三街,公寓,47.3年,25.28,3房(室)2廳1衛,4/4樓,788 萬
崇德路低總價美寓,基隆市安樂區崇德路,公寓,44.4年,17.02,2房(室)1廳1衛,3/4樓,288 萬
大慶前區精美三樓,基隆市安樂區中和路,公寓,28.6年,27.91,3房(室)1廳1衛,3/5樓,498 萬
大慶前區精美三樓,基隆市安樂區中和路,公寓,28.6年,27.91,3房(室)1廳1衛,3/5樓,498 萬
安樂基金二路馬路邊店面,基隆市安樂區基金二路,電梯大樓,32.4年,32.03,#NAME?,1/12樓,"1,280 萬"
夢悅城精裝三房車,基隆市中山區復興路,電梯大樓,1.7年,46.38,3房(室)2廳2衛,6/13樓,"1,598 萬"
泰安成家大3房,基隆市七堵區泰安路,公寓,34.1年,40.68,3房(室)2廳2衛,4/5樓,658 萬
銘傳11巷美五房,基隆市仁愛區劉銘傳路,公寓,49.1年,15.79,5房(室)3廳2衛,4/4樓,468 萬
百福成家3F,基隆市七堵區百五街,公寓,45.2年,29.06,3房(室)2廳2衛,3/5樓,699 萬
市區權利公寓,基隆市仁愛區仁五路,公寓,N/A,25.01,4房(室)2廳3衛,2~3/3樓,850 萬
成功一路18號橋下,基隆市仁愛區成功一路,透天厝,N/A,46.83,4房(室)2廳3衛,1~3/3樓,788 萬
國家新城樣品屋3房,基隆市安樂區樂利三街,公寓,42.7年,27.78,3房(室)2廳1衛,5/5樓,478 萬
水美小資2房,基隆市中正區觀海街,電梯大樓,26.8年,20.48,2房(室)1廳2衛,14/16樓,498 萬
海洋亮麗3房+車位,基隆市中正區新豐街,電梯大樓,29.6年,45.64,3房(室)2廳2衛,15/15樓,968 萬
月眉路便宜一樓,基隆市信義區月眉路,公寓,50.3年,9.08,2房(室)1廳1衛,1/2樓,298 萬
統一新城一樓加車庫,基隆市中山區復興路,公寓,43.8年,34.37,3房(室)2廳3衛,B1~2/2樓,"1,088 萬"
中平街2F,基隆市安樂區中平街,公寓,47.7年,28.85,3房(室)2廳2衛,2/4樓,388 萬
東光路寧靜2F,基隆市信義區東光路,公寓,37.1年,30.54,3房(室)2廳1衛,2/5樓,528 萬
安樂路一段極品大3房,基隆市安樂區安樂路一段,公寓,35.8年,30.97,3房(室)2廳2衛,3/4樓,798 萬
近市區小資一樓,基隆市信義區月眉路,公寓,50.3年,9.08,2房(室)1廳1衛,1/2樓,298 萬
前區登輝成家三房,基隆市中正區新豐街,公寓,28.9年,31.43,3房(室)2廳1衛,5/5樓,368 萬
東明景觀屋,基隆市信義區東明路,公寓,48.8年,25.03,3房(室)2廳2衛,4/4樓,368 萬
海洋前區3房,基隆市中正區新豐街,電梯大樓,29.6年,35.3,3房(室)2廳2衛,10/14樓,798 萬
大慶5弄邊間三樓大三房,基隆市安樂區中和路,公寓,28.6年,38.3,3房(室)2廳2衛,3/5樓,598 萬
大慶5弄邊間一樓住辦,基隆市安樂區中和路,公寓,28.6年,66.67,3房(室)4廳1衛,B2~1/5樓,868 萬
海洋漂亮三房,基隆市中正區新豐街,電梯大樓,29.6年,35.3,3房(室)2廳2衛,10/14樓,798 萬
中正路大馬路邊店面,基隆市中正區中正路,公寓,40.2年,14.04,#NAME?,1/5樓,658 萬
法院平地低樓層美寓,基隆市信義區東信路,公寓,43.9年,21.54,3房(室)1廳1衛,3/5樓,528 萬
國城魔術大空間3房,基隆市安樂區樂利三街,公寓,43.4年,22.48,3房(室)1廳2衛,5/5樓,498 萬
劉銘傳路倉儲+車庫,基隆市仁愛區劉銘傳路,公寓,47.7年,26.52,2房(室)2廳1衛,B1/5樓,798 萬
南榮精緻電梯三房,基隆市仁愛區南榮路,華廈,30.1年,25.84,3房(室)2廳2衛,2/8樓,850 萬
水美海景三房車位,基隆市中正區觀海街,電梯大樓,26.8年,45.3,3房(室)2廳2衛,8/15樓,758 萬
中正國小旁小透天,基隆市中正區中船路,透天厝,N/A,30.04,5房(室)2廳2衛,1~2/2樓,188 萬
中正路海景建地,基隆市中正區中正路,N/A,N/A,14.94,#NAME?,1/1樓,"6,800 萬"
中正路海景建地,基隆市中正區中正路,N/A,N/A,14.94,#NAME?,1/1樓,"6,800 萬"
武昌街精美大2房,基隆市中正區武昌街,公寓,48.8年,26.09,2房(室)2廳1衛,4/4樓,516 萬
雪梨灣兩房雙車位,基隆市中正區和豐街,電梯大樓,1.2年,40.67,2房(室)1廳1衛,9/11樓,"1,058 萬"
祥豐街美妝3房,基隆市中正區祥豐街,公寓,38.8年,30.46,3房(室)2廳3衛,4/5樓,598 萬
水美極品3房,基隆市中正區觀海街,電梯大樓,26.8年,33.77,3房(室)2廳2衛,9/16樓,698 萬
統一新城精緻3房+門前停車,基隆市中山區復興路,公寓,43.8年,34.37,3房(室)3廳3衛,1~2/5樓,"1,088 萬"
安一路低總價3房,基隆市安樂區安一路,公寓,50.9年,21.16,3房(室)2廳1衛,4/4樓,338 萬
基隆醫院旁平地3房,基隆市信義區義五路,公寓,46.7年,23.65,3房(室)3廳1衛,5/5樓,498 萬
安樂社區精美三房,基隆市安樂區安和一街,公寓,45.2年,21.9,3房(室)1廳1衛,4/5樓,480 萬
絕頂信義邸三房平車,基隆市信義區深澳坑路,華廈,1.2年,47.33,3房(室)2廳1衛,7/7樓,"1,332 萬"
市區溫馨3房,基隆市仁愛區孝二路,公寓,49.1年,25.85,3房(室)2廳2衛,4/5樓,598 萬
祥豐街低總價3樓,基隆市中正區祥豐街,公寓,48.2年,22.63,3房(室)1廳1衛,3/5樓,438 萬
信義區精裝美三房,基隆市信義區東光路,公寓,43.7年,32.64,3房(室)2廳2衛,2/5樓,798 萬
劉銘傳路精美三房,基隆市仁愛區劉銘傳路,公寓,51.1年,26.95,3房(室)2廳2衛,4/5樓,638 萬
統一新城超美1+2樓有車庫,基隆市中山區復興路,公寓,43.8年,34.37,3房(室)2廳3衛,B1~2/5樓,"1,088 萬"
崇德路買一送一美寓,基隆市安樂區崇德路,公寓,44.3年,32.42,4房(室)2廳3衛,4/4樓,538 萬
愛買商圈黃金住店,基隆市信義區深溪路,透天厝,26.7年,137.51,#NAME?,1~4/4樓,"5,980 萬"
稀有安一路店面,基隆市中山區安一路,公寓,44.9年,11.11,#NAME?,1/5樓,"1,880 萬"
安一路易成家3房,基隆市安樂區安一路,公寓,50.9年,21.16,3房(室)2廳1衛,4/4樓,338 萬
巴賽前區+子母大車位,基隆市中正區新豐街,電梯大樓,27.9年,46.56,3房(室)2廳2衛,10/17樓,"1,198 萬"
幸福人生大套房,基隆市七堵區明德二路,電梯大樓,30.2年,14.89,1房(室)2廳1衛,3/12樓,580 萬
大慶好成家三房,基隆市安樂區中和路,公寓,30.8年,32.41,3房(室)2廳2衛,4/5樓,398 萬
田寮河畔家傳透店,基隆市信義區東信路,透天厝,52.3年,69.83,10房(室)4廳4衛,1~3/3樓,"2,580 萬"
海艷最前區裝潢二房平車A棟,基隆市中正區新豐街,電梯大樓,2.0年,40.6,2房(室)1廳1衛,8/14樓,"1,358 萬"
東信路低樓層美寓,基隆市信義區東信路,公寓,43.9年,21.54,3房(室)1廳1衛,3/5樓,568 萬
暖暖全新獨棟電梯透天,基隆市暖暖區源遠路,華廈,3.1年,84.7,7房(室)2廳3衛,1~5/5樓,"2,088 萬"
星河繪景觀美3房+平車,基隆市中正區調和街,電梯大樓,6.7年,58.66,3房(室)2廳2衛,7/14樓,"1,499 萬"
海大旁海景收租屋,基隆市中正區正濱路,公寓,31.3年,28.84,3房(室)--廳3衛,5/5樓,688 萬
正信2F裝潢屋,基隆市信義區正信路,公寓,45.6年,28.45,3房(室)2廳2衛,2/5樓,615 萬
正信路低樓層精裝美寓,基隆市信義區正信路,公寓,45.6年,28.45,3房(室)2廳2衛,2/5樓,615 萬
新西街權力屋,基隆市安樂區新西街,公寓,N/A,37.96,2房(室)2廳1衛,1/1樓,128 萬
新西街權力屋,基隆市安樂區新西街,公寓,N/A,37.96,2房(室)2廳1衛,1/1樓,128 萬
海洋蘋果三房,基隆市中正區新豐街,電梯大樓,29.6年,35.32,3房(室)2廳2衛,4/15樓,768 萬
海洋前區精裝美三房,基隆市中正區新豐街,電梯大樓,29.6年,34.04,3房(室)1廳2衛,15/15樓,798 萬
水美海景2房+車位,基隆市中正區觀海街,電梯大樓,26.8年,32.6,2房(室)1廳2衛,7/15樓,630 萬
信義市場7雅房,基隆市信義區信二路,公寓,32.3年,37.59,7房(室)1廳3衛,5/5樓,498 萬
禾傑臻品美兩房車位,基隆市安樂區基金二路,華廈,2.8年,38.63,2房(室)1廳1衛,7/7樓,"1,298 萬"
大慶舒適大三房,基隆市安樂區中和路,公寓,30.7年,39.48,3房(室)2廳2衛,4/5樓,558 萬
市區月眉路明亮低樓層,基隆市信義區月眉路,公寓,28.8年,16.46,2房(室)1廳1衛,B1/5樓,450 萬
中平小資2房,基隆市安樂區中平街,公寓,47.1年,20.81,2房(室)2廳1衛,4/4樓,368 萬
市區精裝收租套房,基隆市仁愛區孝二路,透天厝,69.0年,19.6,5房(室)3廳3衛,1~2/2樓,"1,288 萬"
正信路漂亮2F,基隆市信義區正信路,公寓,45.6年,28.45,3房(室)2廳2衛,2/5樓,655 萬
新豐街商圈高投報店面,基隆市中正區新豐街,電梯大樓,27.9年,546.84,#NAME?,1/18樓,"12,800 萬"
武昌街邊間一樓,基隆市中正區武昌街,公寓,47.3年,21.29,3房(室)2廳2衛,1/4樓,598 萬
維也納幸福3房,基隆市安樂區樂利二街,華廈,17.7年,47.01,3房(室)3廳3衛,2/10樓,"1,388 萬"
海洋前區精美三房,基隆市中正區新豐街,電梯大樓,29.6年,34.04,3房(室)2廳2衛,15/15樓,798 萬
中正路精裝３房,基隆市中正區中正路,公寓,47.0年,22.46,3房(室)2廳2衛,1/2樓,698 萬
福民街美2房,基隆市信義區福民街,公寓,1.0年,21.96,2房(室)2廳1衛,4/4樓,398 萬
基隆中正前段平地新婚三房,基隆市中正區中正路,公寓,40.7年,32.96,4房(室)2廳2衛,4/5樓,598 萬
東信精品2樓,基隆市信義區東信路,公寓,52.4年,28.64,3房(室)2廳2衛,2/4樓,796 萬
東信路成家首選3房,基隆市信義區東信路,公寓,44.9年,25.53,3房(室)2廳1衛,4/5樓,498 萬
幸福華城溫馨兩房,基隆市暖暖區碇內街,華廈,30.4年,28.36,2房(室)1廳1衛,6/6樓,428 萬
中正海景1F門前停車,基隆市中正區中正路,公寓,47.0年,22.46,3房(室)2廳2衛,1/2樓,698 萬
夢悅裝潢2房,基隆市中山區復興路,電梯大樓,1.7年,25.78,2房(室)1廳1衛,3/22樓,990 萬
安樂區低總價挑高1樓,基隆市安樂區武隆街,公寓,31.5年,27.46,3房(室)2廳2衛,1/5樓,498 萬
培德路平地精裝三房,基隆市信義區培德路,公寓,47.3年,26.49,3房(室)2廳2衛,4/4樓,498 萬
近廟口崇安街大透天,基隆市仁愛區崇安街,透天厝,58.3年,68.41,#NAME?,1~3/3樓,"1,128 萬"
崇德路景觀宅,基隆市安樂區崇德路,公寓,42.5年,21.87,3房(室)2廳1衛,5/5樓,298 萬
民生世界2F,基隆市信義區深澳坑路,公寓,28.4年,21.28,3房(室)1廳2衛,2/4樓,488 萬
民生稀有低樓層,基隆市信義區深澳坑路,公寓,30.4年,21.28,3房(室)2廳2衛,2/4樓,488 萬
海科館旁低總價美寓,基隆市中正區漁港三街,公寓,42.3年,27.29,3房(室)2廳2衛,4/5樓,398 萬
法院收租屋,基隆市信義區東信路,公寓,43.5年,24.47,6房(室)5廳5衛,5/5樓,538 萬
法院收租屋,基隆市信義區東信路,公寓,43.5年,24.47,6房(室)5廳5衛,5/5樓,538 萬
安樂單身景觀套房,基隆市安樂區樂利三街,電梯大樓,28.8年,8.63,1房(室)--廳1衛,14/18樓,358 萬
東信路小而美3房,基隆市信義區東信路,公寓,43.9年,21.54,3房(室)2廳1衛,3/5樓,568 萬
信義區馬路旁三樓,基隆市信義區東信路,公寓,43.9年,21.54,3房(室)2廳1衛,3/5樓,568 萬
信義邸三房,基隆市信義區深澳坑路,華廈,1.2年,35.69,3房(室)2廳2衛,3/7樓,"1,042 萬"
信義邸大三房平車,基隆市信義區深澳坑路,華廈,1.2年,47.33,3房(室)2廳2衛,7/7樓,"1,332 萬"
信義邸三房車位,基隆市信義區深澳坑路,華廈,1.2年,41.83,3房(室)2廳2衛,2/7樓,"1,217 萬"
中正精裝一樓雙車位,基隆市中正區中正路,公寓,47.0年,22.46,3房(室)2廳2衛,1/2樓,698 萬
新豐街簡約3房,基隆市中正區新豐街,公寓,40.1年,27.15,3房(室)2廳1衛,3/4樓,480 萬
水美前區綠蔭三房車,基隆市中正區觀海街,電梯大樓,26.8年,55.55,3房(室)2廳2衛,14/15樓,900 萬
中正平地精美大四房,基隆市中正區中正路,公寓,40.7年,32.96,4房(室)1廳2衛,4/5樓,598 萬
培德路平地精美三房,基隆市信義區培德路,公寓,47.3年,26.49,3房(室)2廳2衛,4/4樓,498 萬
中華路邊3樓,基隆市中山區中華路,公寓,45.0年,30.44,3房(室)2廳1衛,3/4樓,498 萬
信義邸景觀三房車位,基隆市信義區深澳坑路,華廈,1.2年,41.83,3房(室)2廳2衛,6/7樓,"1,185 萬"
安一路3樓,基隆市中山區安一路,公寓,49.8年,22.5,3房(室)2廳1衛,3/4樓,398 萬
中華路低總價大露台3樓,基隆市中山區中華路,公寓,48.0年,30.44,3房(室)2廳1衛,3/3樓,298 萬
水美海景屋+車位,基隆市中正區觀海街,電梯大樓,26.8年,33.9,1房(室)2廳1衛,13/16樓,599 萬
中和國小旁二樓商辦,基隆市安樂區中和路,公寓,29.1年,72.71,6房(室)2廳3衛,2/5樓,"1,450 萬"
仁愛金鑽大空間住辦一F,基隆市仁愛區龍安街,公寓,34.7年,49.05,#NAME?,1/6樓,998 萬
大慶成家3房,基隆市安樂區中和路,公寓,30.8年,32.41,3房(室)2廳2衛,4/5樓,398 萬
中正路時尚4房,基隆市中正區中正路,公寓,40.7年,32.96,4房(室)2廳2衛,4/5樓,598 萬
早安國揚前區兩房車,基隆市中正區新豐街,華廈,4.0年,34.89,2房(室)1廳1衛,2/9樓,998 萬
微笑台北精裝大三房+平車,基隆市信義區孝東路,電梯大樓,8.0年,61.31,3房(室)2廳2衛,4/15樓,"1,698 萬"
水美前區精美三房車,基隆市中正區觀海街,電梯大樓,26.8年,50.43,3房(室)2廳2衛,2/16樓,838 萬
水美精美大兩房,基隆市中正區觀海街,電梯大樓,26.8年,26.57,2房(室)2廳2衛,9/14樓,498 萬
過港透天,基隆市暖暖區過港路,透天厝,43.7年,35.16,1房(室)2廳2衛,1~2/2樓,798 萬
登輝前區精美大三房,基隆市中正區新豐街,公寓,28.9年,35.03,3房(室)2廳2衛,5/5樓,538 萬
培德路唯美3房,基隆市信義區培德路,公寓,47.3年,26.49,3房(室)2廳2衛,4/4樓,498 萬
信義大街景觀美三房,基隆市信義區東光路,公寓,29.9年,32.48,3房(室)2廳2衛,5/5樓,398 萬
南榮路前段5+6樓,基隆市仁愛區南榮路,公寓,45.7年,25.67,5房(室)3廳2衛,5/5樓,498 萬
台北大國成家3房+車位,基隆市安樂區武嶺街,華廈,29.7年,39.33,3房(室)2廳2衛,3/7樓,"1,038 萬"
台北大國成家3房+車位,基隆市安樂區武嶺街,華廈,29.7年,39.33,3房(室)2廳2衛,3/7樓,"1,038 萬"
水美雙景3房+車位,基隆市中正區觀海街,電梯大樓,26.8年,46.25,3房(室)2廳2衛,15/16樓,768 萬
城上城超級景觀三房附平面車位,基隆市安樂區麥金路,電梯大樓,9.7年,45.38,3房(室)2廳2衛,17/18樓,"2,358 萬"
七堵泰和街富源鑫旁4樓有頂加,基隆市七堵區泰和街,公寓,31.9年,25.99,3房(室)2廳2衛,4/4樓,598 萬
法院收租大套房,基隆市信義區東信路,公寓,43.9年,10.08,--房(室)1廳1衛,4/4樓,268 萬
麗景亮麗3房,基隆市信義區深溪路,華廈,26.7年,33.72,3房(室)2廳2衛,2/7樓,788 萬
安樂市場安一路頂套,基隆市安樂區安一路,公寓,42.4年,11.78,1房(室)1廳1衛,4/5樓,298 萬
七堵麗景收租套房(2),基隆市七堵區麗景一街,公寓,33.8年,28.03,1房(室)1廳1衛,2/4樓,638 萬
東信法院旁雙店面,基隆市信義區東信路,公寓,51.9年,36,#NAME?,1/4樓,"1,399 萬"
碧海免裝潢套房,基隆市中正區新豐街,電梯大樓,28.9年,9.39,1房(室)--廳1衛,20/23樓,380 萬
信義國中旁成家二樓,基隆市信義區東光路,公寓,37.1年,30.54,3房(室)2廳1衛,2/5樓,528 萬
中正門口可停車店面,基隆市中正區中正路,不限,40.2年,14.04,#NAME?,1/5樓,658 萬
安一路美美3房,基隆市安樂區安一路,公寓,53.1年,20.88,3房(室)1廳1衛,4/4樓,338 萬
華城圓環採光一樓,基隆市暖暖區碇內街,華廈,30.6年,35.51,3房(室)3廳3衛,1/6樓,468 萬
安一路漂漂3房,基隆市安樂區安一路,公寓,53.1年,21.67,3房(室)1廳1衛,4/4樓,338 萬
德安正路邊通勤三房,基隆市中山區德安路,公寓,39.2年,34.88,3房(室)2廳1衛,5/5樓,498 萬
精美武嶺2F,基隆市安樂區武嶺街,公寓,49.8年,23.65,3房(室)2廳1衛,2/4樓,666 萬
武隆街免爬坡挑高一樓,基隆市安樂區武隆街,公寓,31.5年,27.46,3房(室)2廳2衛,1/5樓,498 萬
新西街景觀兩房,基隆市安樂區新西街,公寓,47.3年,31.13,2房(室)1廳1衛,5/5樓,358 萬
三坑旁電梯三房,基隆市仁愛區南榮路,華廈,29.7年,25.84,3房(室)2廳2衛,2/8樓,850 萬
二高旁方正大三房車,基隆市安樂區基金一路,電梯大樓,26.9年,43.23,3房(室)1廳2衛,6/12樓,"1,088 萬"
麗景天下門口可停車,基隆市七堵區麗景一街,公寓,33.8年,50.54,#NAME?,2/4樓,"1,380 萬"
轟動高樓層美2房,基隆市安樂區麥金路,電梯大樓,31.0年,16.79,2房(室)1廳1衛,13/19樓,538 萬
市區一樓收租屋,基隆市仁愛區仁二路,公寓,51.8年,17.44,3房(室)--廳3衛,1/4樓,568 萬
武嶺街稀有邊間２樓,基隆市安樂區武嶺街,公寓,49.8年,23.65,3房(室)2廳1衛,2/4樓,666 萬
麗景綠意美３房,基隆市信義區深溪路,華廈,26.7年,33.72,3房(室)2廳2衛,2/7樓,738 萬
安樂路一段3F美4房,基隆市安樂區安樂路一段,公寓,41.9年,26.22,4房(室)2廳2衛,3/5樓,588 萬
