鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
三重區,房地(土地+建物)+車位,新北市三重區三賢街９３號九樓,19.63,住,,,1101114,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,126.33,2,2,1,有,有,18500000,181959,坡道平面,36.2,2100000,預售屋、或土地及建物分件登記案件；,RPROMLTLPHKGFGF96DA,53.44,0,5.04,有,
三重區,房地(土地+建物)+車位,新北市三重區三賢街８７號六樓,32.28,住,,,1101120,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,184.96,3,2,2,有,有,28550000,176459,坡道平面,36.2,2300000,預售屋、或土地及建物分件登記案件；,RPTOMLTLPHKGFGF17DA,87.85,0,8.75,有,
三重區,房地(土地+建物)+車位,新北市三重區三賢街８７號十三樓,32.28,住,,,1101124,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,184.96,3,2,2,有,有,29450000,183181,坡道平面,36.2,2200000,預售屋、或土地及建物分件登記案件；,RPVOMLTLPHKGFGF37DA,87.85,0,8.75,有,
三重區,房地(土地+建物)+車位,新北市三重區三賢街８７號七樓,32.28,住,,,1101110,土地1建物1車位2,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,218.4,3,2,2,有,有,30630000,177345,坡道平面,69.65,4250000,預售屋、或土地及建物分件登記案件；,RPWOMLTLPHKGFGF47DA,87.85,0,8.75,有,
三重區,房地(土地+建物)+車位,新北市三重區三賢街８９號三樓,23.4,住,,,1101111,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,143.96,3,2,2,有,有,20700000,172606,坡道平面,36.2,2100000,預售屋、或土地及建物分件登記案件；,RPXOMLTLPHKGFGF57DA,61.45,0,8.51,有,
三重區,房地(土地+建物)+車位,新北市三重區三賢街８９號二樓,23.4,住,,,1101111,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,143.96,3,2,2,有,有,20700000,171678,坡道平面,36.2,2200000,預售屋、或土地及建物分件登記案件；,RPOPMLTLPHKGFGF76DA,61.45,0,8.51,有,
三重區,房地(土地+建物)+車位,新北市三重區三賢街８９號五樓,23.4,住,,,1101109,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,143.96,3,2,2,有,有,21200000,175390,坡道平面,36.2,2300000,權利人換約日期：111.12.27預售屋、或土地及建物分件登記案件；,RPPPMLTLPHKGFGF86DA,61.45,0,8.51,有,
三重區,房地(土地+建物)+車位,新北市三重區三賢街８７號十二樓,32.28,住,,,1101111,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,184.96,3,2,2,有,有,29380000,182038,坡道平面,36.2,2300000,預售屋、或土地及建物分件登記案件；,RPSPMLTLPHKGFGF17DA,87.85,0,8.75,有,
三重區,房地(土地+建物)+車位,新北市三重區三賢街８９號十二樓,23.4,住,,,1101111,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,143.96,3,2,2,有,有,21950000,182350,坡道平面,36.2,2300000,預售屋、或土地及建物分件登記案件；,RPUPMLTLPHKGFGF37DA,61.45,0,8.51,有,
三重區,房地(土地+建物)+車位,新北市三重區三賢街８９號十一樓,23.4,住,,,1101116,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,147.89,3,2,2,有,有,22300000,186079,坡道平面,40.14,2250000,預售屋、或土地及建物分件登記案件；,RPVPMLTLPHKGFGF47DA,61.45,0,8.51,有,
三重區,房地(土地+建物)+車位,新北市三重區三賢街９１號八樓,19.63,住,,,1101124,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,126.33,2,2,1,有,有,18200000,177521,坡道平面,36.2,2200000,預售屋、或土地及建物分件登記案件；,RPWPMLTLPHKGFGF57DA,53.44,0,5.04,有,
三重區,房地(土地+建物)+車位,新北市三重區三賢街９１號十三樓,19.63,住,,,1101121,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,126.33,2,2,1,有,有,19180000,189504,坡道平面,36.2,2100000,預售屋、或土地及建物分件登記案件；,RPXPMLTLPHKGFGF67DA,53.44,0,5.04,有,
三重區,房地(土地+建物)+車位,新北市三重區三賢街９１號十四樓,19.63,住,,,1101110,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,123.58,2,2,1,有,有,19080000,187285,坡道平面,33.45,2200000,預售屋、或土地及建物分件登記案件；,RPOQMLTLPHKGFGF86DA,53.44,0,5.04,有,
三重區,房地(土地+建物)+車位,新北市三重區三賢街９１號七樓,19.63,住,,,1101107,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,126.33,2,2,1,有,有,18000000,176412,坡道平面,36.2,2100000,預售屋、或土地及建物分件登記案件；,RPPQMLTLPHKGFGF96DA,53.44,0,5.04,有,
三重區,房地(土地+建物)+車位,新北市三重區三賢街９５號五樓,23.4,住,,,1101118,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,141.2,3,2,2,有,有,21600000,180046,坡道平面,33.45,2200000,預售屋、或土地及建物分件登記案件；,RPQQMLTLPHKGFGF07DA,61.45,0,8.51,有,
三重區,房地(土地+建物)+車位,新北市三重區三賢街８７號十一樓,32.28,住,,,1101108,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,184.96,3,2,2,有,有,28750000,177803,坡道平面,36.2,2300000,預售屋、或土地及建物分件登記案件；,RPRNMLKMPHKGFGF68DA,87.85,0,8.75,有,
三重區,房地(土地+建物)+車位,新北市三重區三賢街９１號十一樓,19.63,住,,,1101107,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,126.33,2,2,1,有,有,18600000,180850,坡道平面,36.2,2300000,預售屋、或土地及建物分件登記案件；,RPSNMLKMPHKGFGF78DA,53.44,0,5.04,有,
