物件標題,地址,物件類型,屋齡,坪數,格局,樓層,價格
摩根邊間露臺美景,台北市松山區南京東路五段 台北摩根,住宅大樓,16.5年,建坪21.68,1房(室)2廳1衛(含加蓋--房(室)1廳--衛),16/18樓,"3,188 萬"
正大馬路面寬金店,台北市松山區東興路,店面,35.7年,建坪61.50,2房(室)4廳3衛(含加蓋2房(室)1廳2衛),B1~1/7樓,"6,300 萬"
雙敦中崙將軍四房,台北市松山區光復南路 中崙新城,華廈,30.8年,建坪59.74,4房(室)2廳2衛,6/6樓,"5,388 萬"
安縵莊園裝潢美邸,台北市內湖區內湖路三段 安縵莊園,住宅大樓,8.5年,建坪57.32,3房(室)2廳2衛,4/19樓,"5,345 萬"
仁愛圓環黃金二樓,台北市大安區四維路,公寓,58.8年,建坪44.24,3房(室)2廳2衛,2/4樓,"4,998 萬"
美日僑質感設計宅,台北市士林區中山北路七段 天母大廈,華廈,48.1年,建坪83.24,5房(室)2廳3衛,2/7樓,"6,480 萬"
中正金華公寓頂加,台北市大安區潮州街,公寓,50.0年,建坪34.99,8房(室)2廳6衛(含加蓋5房(室)--廳4衛),4/4樓,"4,488 萬"
中正金華公寓頂加,台北市大安區潮州街,公寓,50.0年,建坪34.99,8房(室)2廳6衛(含加蓋5房(室)--廳4衛),4/4樓,"4,488 萬"
松城正面中庭三房,台北市松山區光復北路 松山新城(甲標),華廈,29.4年,建坪57.06,3房(室)2廳2衛,1/10樓,"5,188 萬"
美日僑三房時尚宅,台北市士林區中山北路七段 天母上苑,住宅大樓,0.8年,建坪60.92,3房(室)2廳2衛,5/12樓,"5,800 萬"
國泰悠陽8樓遠景,台北市南港區向陽路 國泰悠陽,住宅大樓,0.9年,建坪84.43,3房(室)2廳2衛,8/15樓,"7,988 萬"
士林1跟2樓店辦,台北市士林區延平北路六段 家賀屋,辦公商業大樓,18.2年,建坪45.26,1房(室)2廳2衛,1~2/10樓,"3,880 萬"
劍潭站前港頂加,台北市士林區前港街,公寓,45.0年,建坪36.76,5房(室)3廳3衛(含加蓋2房(室)1廳1衛),5/5樓,"2,200 萬"
捷運淺力獨棟鼎家,台北市大安區和平東路二段,公寓,43.5年,建坪41.36,7房(室)2廳5衛(含加蓋3房(室)--廳3衛),5/5樓,"3,899 萬"
華固出雲三房景觀,台北市北投區三合街一段 出雲,華廈,10.6年,建坪89.13,3房(室)2廳2衛,5/8樓,"5,988 萬"
吳興北醫電梯附車,台北市信義區吳興街,華廈,35.0年,建坪57.07,4房(室)2廳2衛,2/6樓,"3,150 萬"
永春黑土置產透天,台北市信義區忠孝東路五段,透天厝,62.4年,建坪24.68,3房(室)2廳4衛(含加蓋2房(室)--廳1衛),1~3/3樓,"2,988 萬"
天母常玉品味藝邸,台北市北投區,住宅大樓,#NAME?,建坪64.72,3房(室)2廳2衛,20/33樓,"7,268 萬"
嘉興庭院車庫一樓,台北市大安區嘉興街,公寓,39.1年,建坪70.37,14房(室)1廳6衛(含加蓋7房(室)1廳4衛),1/5樓,"6,600 萬"
萬象稀有大樓,台北市南港區八德路四段 萬象,辦公商業大樓,29.8年,建坪40.57,--房(室)2廳1衛,5/16樓,"2,238 萬"
光復國館景觀3房,台北市信義區基隆路一段 忠駝國宅,住宅大樓,42.1年,建坪31.44,3房(室)2廳1衛,12/12樓,"3,088 萬"
中和街邊間公寓,台北市北投區中和街,公寓,46.4年,建坪25.77,3房(室)2廳1衛,5/5樓,960 萬
璞真高樓景觀豪邸,台北市大安區潮州街 泰然璞真,住宅大樓,11.0年,建坪144.85,4房(室)2廳4衛,10/16樓,"15,800 萬"
大土地傳家透天,台北市北投區文林北路,透天厝,54.8年,建坪59.87,6房(室)2廳2衛(含加蓋1房(室)--廳--衛),1~2/2樓,"12,200 萬"
獨家永春邊間高樓,台北市信義區松德路 仁愛富貴,住宅大樓,40.5年,建坪38.92,4房(室)2廳2衛,11/12樓,"4,080 萬"
圓山捷運邊間辦公,台北市大同區承德路三段,辦公商業大樓,43.4年,建坪48.11,4房(室)2廳2衛,3/7樓,"3,880 萬"
面寬邊間樹海雙拼,台北市大同區涼州街,辦公商業大樓,41.2年,建坪40.45,1房(室)2廳1衛,4/9樓,"2,900 萬"
瑞安森境自在豪邸,台北市大安區瑞安街 瑞安自在,住宅大樓,8.8年,建坪79.33,3房(室)2廳3衛,4/12樓,"10,888 萬"
好停車一樓金雞母,台北市信義區信義路六段,公寓,40.3年,建坪65.08,9房(室)2廳8衛(含加蓋6房(室)--廳6衛),B1~1/5樓,"3,280 萬"
石牌靜巷方正一樓,台北市北投區自強街,公寓,48.6年,建坪29.86,3房(室)2廳1衛,1/4樓,"2,980 萬"
捷運邊間三房坡車,台北市大同區重慶北路三段 忠泰同,住宅大樓,4.9年,建坪61.61,3房(室)2廳2衛,12/14樓,"5,518 萬"
獨家絕美麥帥高樓,台北市內湖區行善路 麥帥新城,華廈,28.4年,建坪39.60,3房(室)2廳2衛,8/8樓,"2,968 萬"
專任小資美宅坡車,台北市北投區大度路三段 達觀賞,華廈,17.9年,建坪28.31,2房(室)1廳1衛,2/7樓,"1,680 萬"
信義安和裝潢三樓,台北市大安區臨江街,公寓,44.3年,建坪24.51,2房(室)2廳2衛,3/5樓,"1,998 萬"
敦仁美妝三房,台北市大安區敦化南路一段 太平洋華園,華廈,53.8年,建坪41.69,3房(室)2廳2衛,3/7樓,"4,800 萬"
平地別墅千坪土地,台北市士林區德行東路,透天厝,39.9年,建坪125.14,16房(室)7廳10衛(含加蓋10房(室)3廳4衛),1~2/2樓,"23,800 萬"
摩天美景樓中樓,台北市士林區大南路 新天地,辦公商業大樓,17.9年,建坪84.23,4房(室)2廳4衛,12~13/14樓,"5,580 萬"
新婚首購兩房美屋,台北市中山區民生西路,公寓,42.2年,建坪26.11,2房(室)2廳1衛,3/5樓,"2,288 萬"
新婚首購兩房美屋,台北市中山區民生西路,公寓,42.2年,建坪26.11,2房(室)2廳1衛,3/5樓,"2,288 萬"
大降價邊間一樓,台北市士林區中山北路七段 羅馬儷園,公寓,41.0年,建坪31.90,3房(室)2廳1衛,1/5樓,"2,488 萬"
水美套房綠意盎然,台北市北投區幽雅路 草山水美,套房,16.8年,建坪14.76,1房(室)1廳1衛,9/13樓,938 萬
政大露台三房車位,台北市文山區萬壽路 葉綠素,華廈,17.4年,建坪61.15,3房(室)2廳2衛,2/5樓,"3,498 萬"
日式建築櫻花吹雪,台北市士林區,其他,#NAME?,建坪--,2房(室)2廳2衛(含加蓋2房(室)2廳2衛),#NAME?,"16,550 萬"
士北科捷運醫療所,台北市士林區忠誠路一段 華景園,辦公商業大樓,34.5年,建坪154.07,--房(室)3廳1衛,1/12樓,"16,800 萬"
重蓋重建精選別墅,台北市士林區仰德大道一段,公寓,64.5年,建坪32.14,3房(室)2廳2衛,1/1樓,"7,600 萬"
十泉十美邊間美湯,台北市北投區光明路 十泉十美,住宅大樓,16.2年,建坪36.12,1房(室)1廳1衛,2/19樓,"1,850 萬"
南軟經貿成家首選,台北市南港區重陽路 左岸庭苑,華廈,20.6年,建坪28.56,4房(室)1廳2衛,5/9樓,"3,288 萬"
庫倫街小坪數頂家,台北市大同區庫倫街 圓山明倫,公寓,55.4年,建坪16.46,3房(室)3廳2.5衛(含加蓋1房(室)1廳1.5衛),4/4樓,"1,479 萬"
天母白屋芳鄰豪邸,台北市士林區中山北路七段 天母聖塔菲,華廈,18.6年,建坪95.46,3房(室)2廳4衛(含加蓋1房(室)1廳1衛),2/5樓,"8,688 萬"
首選黑金雙園透天,台北市萬華區雙園街,透天厝,71.6年,建坪19.31,3房(室)2廳1衛,1~2/2樓,"2,388 萬"
新生金華公寓三房,台北市大安區潮州街 師大麗水商圈,公寓,42.9年,建坪27.13,3房(室)2廳1衛,2/5樓,"3,100 萬"
貓空退休景觀農舍,台北市文山區指南路三段,農舍,27.7年,建坪156.70,7房(室)3廳9衛(含加蓋1房(室)1廳3衛),B1~2/2樓,"7,500 萬"
北國榮星高樓三房,台北市中山區農安街 北國榮星,住宅大樓,39.6年,建坪38.84,3房(室)2廳1衛,12/12樓,"3,980 萬"
福樂捷運景觀美宅,台北市大安區基隆路二段 福樂大廈,住宅大樓,43.8年,建坪41.92,3房(室)2廳2衛,8/12樓,"3,980 萬"
鋼骨捷運四房坡車,台北市萬華區康定路 台北晶麒,住宅大樓,9.5年,建坪61.47,4房(室)2廳2衛,13/26樓,"5,388 萬"
附中兩房質感之最,台北市大安區大安路一段 阿曼 仁愛A+,住宅大樓,17.0年,建坪20.24,2房(室)1廳2衛(含加蓋1房(室)--廳1衛),11/12樓,"3,238 萬"
四米五兩房豪邸,台北市信義區信義路四段 逸仙悅榕,辦公商業大樓,20.8年,建坪17.17,2房(室)2廳1衛(含加蓋2房(室)--廳--衛),2/11樓,"2,850 萬"
附小龍門金華一樓,台北市大安區復興南路二段,公寓,54.0年,建坪22.28,3房(室)2廳1衛,1/4樓,"3,888 萬"
一樓靜巷收租美寓,台北市內湖區內湖路二段,公寓,47.8年,建坪30.84,6房(室)--廳6衛(含加蓋--房(室)--廳2衛),1/4樓,"3,288 萬"
石牌公園芳鄰一樓,台北市北投區尊賢街,公寓,49.4年,建坪28.34,3房(室)2廳2衛(含加蓋--房(室)--廳2衛),1/4樓,"2,398 萬"
華御邊間兩房美宅,台北市萬華區貴陽街二段,住宅大樓,2.6年,建坪28.01,2房(室)2廳1衛,2/14樓,"2,980 萬"
中山美妝高報滿租,台北市中山區龍江路,公寓,47.9年,建坪34.66,5房(室)4廳4衛(含加蓋--房(室)--廳1.5衛),5/5樓,"2,388 萬"
明德站即將都更案,台北市北投區明德路 台灣名門,辦公商業大樓,40.4年,建坪37.85,4房(室)2廳2衛,3/9樓,"2,880 萬"
大同大馬路都更屋,台北市大同區承德路三段,工廠,51.1年,建坪23.15,4房(室)1廳3衛,3/4樓,"2,280 萬"
忠誠新精選4房車,台北市士林區忠義街 康和摘星,住宅大樓,34.4年,建坪77.24,4房(室)2廳2衛,3/15樓,"5,856 萬"
中山捷運電梯首選,台北市中山區南京西路 正豐大樓,辦公商業大樓,46.7年,建坪18.93,2房(室)2廳1衛,8/12樓,"2,366 萬"
民生社區收租一樓,台北市松山區寶清街,公寓,44.9年,建坪22.65,5房(室)1廳5衛(含加蓋3房(室)1廳3衛),1/4樓,"2,580 萬"
開封稀有四房釋出,台北市萬華區開封街二段,辦公商業大樓,42.7年,建坪39.21,4房(室)2廳4衛,4/9樓,"3,210 萬"
文華慶城電梯三房,台北市松山區慶城街 慶城華廈,華廈,42.9年,建坪40.65,3房(室)2廳2衛,3/7樓,"3,980 萬"
文華慶城電梯三房,台北市松山區慶城街 慶城華廈,華廈,42.9年,建坪40.65,3房(室)2廳2衛,3/7樓,"3,980 萬"
前港公園方正二樓,台北市士林區華齡街,公寓,41.5年,建坪37.19,3房(室)2廳2衛,2/5樓,"2,500 萬"
士林捷運方正二樓,台北市士林區美德街,其他,40.2年,建坪36.42,5房(室)--廳2衛,2/4樓,"2,880 萬"
氣派最優三房坡車,台北市中山區長安東路二段 長安一品,住宅大樓,13.8年,建坪90.42,3房(室)2廳2衛,9/15樓,"7,998 萬"
松江靜巷雙車一樓,台北市中山區松江路 松江雅舍,華廈,29.7年,建坪75.97,6房(室)2廳2衛(含加蓋4房(室)--廳1衛),1/5樓,"7,580 萬"
信義捷運三房附車,台北市信義區基隆路二段 基泰國際,辦公商業大樓,15.1年,建坪58.12,3房(室)2廳2衛,2/15樓,"5,488 萬"
磺溪綠景邊間大戶,台北市士林區天母北路 石濤園,住宅大樓,44.7年,建坪91.38,5房(室)2廳2衛,3/11樓,"6,680 萬"
天母靜巷方正1樓,台北市士林區中山北路六段,公寓,48.7年,建坪30.33,4房(室)2廳1衛(含加蓋1房(室)--廳1衛),1/5樓,"2,880 萬"
東天廈美景三房車,台北市內湖區新明路 東天廈,住宅大樓,24.7年,建坪53.50,3房(室)2廳2衛,13/14樓,"4,588 萬"
森之丘精美兩房,台北市南港區東新街 森之丘,住宅大樓,15.5年,建坪36.72,2房(室)2廳1衛,4/15樓,"3,580 萬"
敦化捷運收租美裝,台北市大安區敦化南路一段,華廈,45.2年,建坪41.46,6房(室)--廳6衛,3/5樓,"3,723 萬"
關渡稀有邊間美宅,台北市北投區大度路三段,公寓,40.2年,建坪33.35,2房(室)2廳2衛,4/5樓,"1,380 萬"
松山車站捷運廠辦,台北市南港區八德路四段 新矽谷工商大樓,廠辦,36.0年,建坪235.80,#NAME?,7/7樓,"15,888 萬"
友座露臺愜意美居,台北市內湖區內湖路三段 友座君綻,住宅大樓,6.5年,建坪55.13,3房(室)2廳2衛,2/15樓,"4,388 萬"
翔譽101景觀琚,台北市松山區八德路四段 翔譽101,住宅大樓,11.8年,建坪16.95,1房(室)1廳1衛,4/13樓,"1,950 萬"
政大平面景觀美寓,台北市文山區指南路三段,公寓,41.8年,建坪37.10,3房(室)2廳2衛,4/5樓,"2,198 萬"
毛小孩摯愛兩房,台北市松山區松河街 松河大美,住宅大樓,10.5年,建坪32.62,2房(室)2廳1衛,2/15樓,"3,280 萬"
松江南京黃金三樓,台北市中山區建國北路二段,公寓,57.7年,建坪26.25,3房(室)2廳1衛,3/4樓,"2,488 萬"
優聖四房美居,台北市內湖區民權東路六段 優聖美地,住宅大樓,14.6年,建坪64.25,4房(室)2廳2衛,7/11樓,"4,800 萬"
明湖學區捷運美妝,台北市內湖區康寧路三段,公寓,37.8年,建坪35.11,5房(室)3廳3衛(含加蓋2房(室)1廳1衛),4/4樓,"2,880 萬"
捷運精裝兩房車位,台北市北投區立農街一段 維正里安,住宅大樓,1.8年,建坪42.06,2房(室)2廳1衛,7/12樓,"3,280 萬"
信義優質大空間,台北市信義區富陽街,公寓,44.3年,建坪33.38,5房(室)3廳3衛(含加蓋2房(室)1廳1衛),5/5樓,"2,650 萬"
志成公園景觀電梯,台北市士林區中正路,華廈,27.8年,建坪64.73,4房(室)2廳3衛,2~3/5樓,"6,888 萬"
桂冠大樓稀有釋出,台北市大安區信義路四段 桂冠大樓,辦公商業大樓,44.7年,建坪57.81,2房(室)2廳2衛,3/14樓,"7,888 萬"
東區明曜面寬一樓,台北市大安區忠孝東路四段 好望角社區,華廈,44.7年,建坪40.30,3房(室)1廳2衛,1/7樓,"4,980 萬"
大安美妝面公園邸,台北市大安區延吉街,華廈,43.3年,建坪53.01,4房(室)2廳2衛,3/7樓,"5,780 萬"
忠孝邊間鼎佳四房,台北市大安區忠孝東路四段 太平洋華園,華廈,48.8年,建坪48.79,5房(室)3廳3衛(含加蓋1房(室)1廳1衛),7/7樓,"5,430 萬"
東區國館面寬金店,台北市大安區光復南路 喬光大廈,店面,45.5年,建坪32.86,--房(室)1廳1衛,1/7樓,"9,500 萬"
輝達芳鄰電梯三房,台北市士林區承德路四段 MOMA,華廈,15.5年,建坪51.97,3房(室)2廳2衛,6/9樓,"4,583 萬"
曼哈頓精緻辦公3,台北市內湖區南京東路六段 遠雄曼哈頓科技中心,辦公商業大樓,16.6年,建坪60.44,--房(室)1廳--衛,9/9樓,"3,621 萬"
曼哈頓精緻辦公5,台北市內湖區南京東路六段 遠雄曼哈頓科技中心,辦公商業大樓,16.6年,建坪66.70,--房(室)1廳--衛,9/9樓,"4,064 萬"
曼哈頓精緻辦公5,台北市內湖區南京東路六段 遠雄曼哈頓科技中心,辦公商業大樓,16.6年,建坪66.70,--房(室)1廳--衛,9/9樓,"4,064 萬"
敦南林蔭景觀兩房,台北市大安區敦化南路二段 林肯大廈,住宅大樓,50.4年,建坪16.42,2房(室)1廳1衛,12/16樓,"2,180 萬"
曼哈頓精緻辦公1,台北市內湖區南京東路六段 遠雄曼哈頓科技中心,辦公商業大樓,16.6年,建坪106.46,--房(室)1廳--衛,9/9樓,"6,879 萬"
曼哈頓精緻辦公2,台北市內湖區南京東路六段 遠雄曼哈頓科技中心,辦公商業大樓,16.6年,建坪61.36,--房(室)1廳--衛,9/9樓,"3,686 萬"
庭院車庫面寬一樓,台北市大安區復興南路二段 華貴園,辦公商業大樓,43.2年,建坪76.91,7房(室)3廳3衛(含加蓋4房(室)1廳1衛),B1~1/6樓,"8,800 萬"
遠企之戀低總挑高,台北市大安區和平東路三段 遠企之戀,辦公商業大樓,21.5年,建坪8.88,1房(室)1廳1衛(含加蓋1房(室)--廳--衛),7/12樓,"1,332 萬"
安和國泰精美高樓,台北市大安區信義路四段,華廈,43.5年,建坪42.76,2房(室)2廳2衛,6/7樓,"5,500 萬"
萬芳低樓層美寓,台北市文山區興隆路三段 寶來社區,公寓,41.1年,建坪27.95,3房(室)2廳2衛(含加蓋--房(室)--廳1衛),2/5樓,"1,298 萬"
葫洲站高樓宅,台北市內湖區康寧路三段 領世堡,住宅大樓,17.9年,建坪35.76,2房(室)2廳2衛,11/15樓,"3,488 萬"
信義四房車位名廈,台北市信義區莊敬路,辦公商業大樓,36.3年,建坪82.88,4房(室)2廳3衛,5/9樓,"7,980 萬"
公園純住挑高美居,台北市中山區基湖路 大直逸廊,華廈,21.3年,建坪14.48,3房(室)1廳1衛(含加蓋3房(室)--廳--衛),4/5樓,"1,500 萬"
石牌捷運稀有庭院,台北市北投區石牌路一段 米高美,辦公商業大樓,11.1年,建坪18.35,3房(室)2廳1衛(含加蓋3房(室)1廳--衛),1/9樓,"2,450 萬"
石牌捷運貳樓美寓,台北市北投區明德路 宏國新村,公寓,45.5年,建坪34.82,4房(室)2廳2衛(含加蓋--房(室)--廳1衛),2/5樓,"2,480 萬"
板南捷運邊間露臺,台北市中正區忠孝東路一段 誠美頤樺,華廈,5.3年,建坪43.20,2房(室)2廳2衛,7/8樓,"4,880 萬"
新鳳翔挑高辦公,台北市內湖區文湖街 新鳳翔,辦公商業大樓,16.5年,建坪116.65,2房(室)1廳2衛,2/7樓,"5,888 萬"
絕美景觀極緻美妝,台北市士林區中社路一段 中央社區,公寓,50.2年,建坪31.13,3房(室)2廳2衛,4/4樓,"1,990 萬"
微風獨戶百坪美辦,台北市松山區復興南路一段 鴻翔商業大樓,住宅大樓,43.3年,建坪150.63,7房(室)3廳3衛(含加蓋--房(室)1廳3衛),12/12樓,"17,500 萬"
信義低總方正一樓,台北市信義區吳興街,公寓,43.8年,建坪25.11,4房(室)2廳2衛(含加蓋2房(室)--廳--衛),1/5樓,"1,788 萬"
獨棟三樓傳家好屋,台北市萬華區西藏路,公寓,52.7年,建坪39.23,3房(室)2廳2衛,3/4樓,"2,800 萬"
獨家水綠清翫貳樓,台北市中山區北安路 水綠清翫,住宅大樓,6.6年,建坪116.63,3房(室)2廳4衛,2/17樓,"16,888 萬"
央四公寓大空間,台北市北投區中央北路四段,公寓,40.3年,建坪36.19,5房(室)3廳3衛(含加蓋2房(室)1廳1衛),5/5樓,"1,788 萬"
西門大坪收租首選,台北市萬華區開封街二段 榮華園,辦公商業大樓,41.4年,建坪51.48,5房(室)1廳5衛,3/9樓,"3,500 萬"
康寧城堡美妝兩房,台北市內湖區康寧路三段 康寧城堡,住宅大樓,20.2年,建坪38.80,2房(室)2廳1.5衛,13/13樓,"3,250 萬"
文德美妝電梯收租,台北市內湖區文德路 文德大廈,住宅大樓,41.7年,建坪34.87,4房(室)--廳4衛,3/12樓,"2,480 萬"
首耀三房平面車位,台北市萬華區康定路 首耀,住宅大樓,14.5年,建坪59.09,3房(室)2廳2衛,14/15樓,"4,500 萬"
捷運火車面寬邊間,台北市萬華區和平西路三段,公寓,44.0年,建坪26.74,2房(室)2廳1衛,4/5樓,"2,000 萬"
寧夏稀有兩房,台北市大同區寧夏路,公寓,35.6年,建坪22.69,2房(室)2廳1衛,2/5樓,"2,800 萬"
石牌公園電梯美廈,台北市北投區石牌路一段 凱安植璞,華廈,12.3年,建坪22.71,3房(室)1廳2衛(含加蓋2房(室)--廳1衛),6/7樓,"2,152 萬"
安和首都景觀大戶,台北市大安區安和路一段 安和首都花園廣場,住宅大樓,44.7年,建坪75.67,4房(室)2廳2衛,13/16樓,"7,800 萬"
民生面寬秒殺金店,台北市松山區民生東路四段 中泰大廈,華廈,49.6年,建坪77.40,6房(室)1廳1衛(含加蓋4房(室)1廳--衛),B1~1/7樓,"6,888 萬"
玻璃帷幕氣派辦公,台北市松山區民權東路三段 亞洲企業中心,辦公商業大樓,41.1年,建坪46.76,--房(室)4廳--衛,3/15樓,"3,788 萬"
玻璃帷幕氣派辦公,台北市松山區民權東路三段 亞洲企業中心,辦公商業大樓,41.1年,建坪46.76,--房(室)4廳--衛,3/15樓,"3,788 萬"
地點絕佳出入方便,台北市內湖區民權東路六段 濱湖名宮,店面,38.9年,建坪47.04,2房(室)1廳1衛,1/12樓,"4,997 萬"
芝山捷運庭院大戶,台北市士林區中山北路六段 震大明玉,華廈,21.4年,建坪60.00,6房(室)2廳3衛(含加蓋3房(室)--廳--衛),1/7樓,"6,688 萬"
華威八方龍嶺觀天,台北市中山區八德路二段 華威八方,住宅大樓,13.1年,建坪106.40,6房(室)2廳3衛,16/20樓,"12,128 萬"
圓山帝寶兩房坡車,台北市士林區,住宅大樓,#NAME?,建坪34.84,2房(室)2廳1衛,5/24樓,"3,988 萬"
