物件標題,地址,物件類型,屋齡,坪數,格局,樓層,價格
千坪人流黃金店面,台北市內湖區安康路,店面,27.8年,建坪1125.79,#NAME?,B1/8樓,"38,000 萬"
大安寧靜三房美寓,台北市大安區富陽街,公寓,46.1年,建坪29.09,3房(室)2廳2衛,5/5樓,"1,988 萬"
安和捷運挑高一樓,台北市大安區光復南路 世華大廈,店面,41.7年,建坪28.77,3房(室)2廳2衛(含加蓋1房(室)--廳1衛),1/12樓,"3,780 萬"
安和捷運挑高一樓,台北市大安區光復南路 世華大廈,店面,41.7年,建坪28.77,3房(室)2廳2衛(含加蓋1房(室)--廳1衛),1/12樓,"3,780 萬"
晴光機能收租棒,台北市中山區德惠街 金統一(德惠街),辦公商業大樓,43.6年,建坪12.49,--房(室)1廳1衛,6/11樓,"1,100 萬"
北投捷運高樓景觀,台北市北投區大業路 力霸雅宴,住宅大樓,30.0年,建坪30.10,1房(室)1廳1衛(含加蓋1房(室)--廳--衛),7/12樓,"1,198 萬"
森林公園三房電梯,台北市大安區新生南路一段,華廈,48.3年,建坪34.71,3房(室)2廳2衛,2/7樓,"4,480 萬"
邊間機能大空間,台北市萬華區萬大路,公寓,53.3年,建坪40.95,2房(室)2廳2衛,4/4樓,"1,998 萬"
近捷運雙星小品,台北市萬華區中華路一段 亞太財經大樓,辦公商業大樓,27.3年,建坪9.60,1房(室)1廳1衛(含加蓋1房(室)--廳--衛),3/14樓,998 萬
天生麗質5樓,台北市北投區新民路 天生麗質,華廈,25.8年,建坪17.77,2房(室)1廳1.5衛(含加蓋1房(室)--廳0.5衛),5/7樓,898 萬
大安人潮賺錢雙店,台北市大安區和平東路三段,店面,41.8年,建坪33.40,--房(室)2廳2衛(含加蓋--房(室)--廳1衛),1/7樓,"4,999 萬"
國泰建設停車一樓,台北市信義區信義路六段,公寓,46.4年,建坪26.98,3房(室)2廳1衛(含加蓋1房(室)--廳--衛),1/5樓,"2,900 萬"
奕品竹經典一樓,台北市中正區廈門街 奕品竹,店面,7.0年,建坪34.00,--房(室)1廳1衛,1/12樓,"2,970 萬"
適文武百業大空間,台北市北投區中央北路三段,店面,30.6年,建坪44.08,--房(室)2廳1衛(含加蓋--房(室)1廳1衛),1/7樓,"3,980 萬"
未來雙星美妝小品,台北市大同區延平北路一段 華富大廈,辦公商業大樓,44.6年,建坪12.47,1房(室)1廳1衛,10/11樓,"1,180 萬"
石牌天母學區首選,台北市北投區行義路 冠德美麗磺溪,辦公商業大樓,25.1年,建坪24.99,2房(室)2廳2衛(含加蓋2房(室)--廳1衛),B1/16樓,998 萬
石牌學區鼎及美寓,台北市北投區行義路 柏園,公寓,40.7年,建坪30.73,3房(室)2廳2衛,5/5樓,"1,150 萬"
美麗磺溪樓中樓,台北市北投區行義路 冠德美麗磺溪,住宅大樓,25.1年,建坪75.59,4房(室)2廳2衛,9~10/16樓,"4,280 萬"
尊榮典雅寬敞豪邸,台北市北投區泉源路 山居生活,華廈,43.6年,建坪80.59,3房(室)2廳3衛,2/7樓,"3,123 萬"
古亭三面採光頂加,台北市中正區廈門街,公寓,57.9年,建坪39.15,7房(室)3廳3衛(含加蓋3房(室)1廳1衛),4/4樓,"2,500 萬"
松仁美妝三樓公寓,台北市信義區莊敬路,公寓,51.2年,建坪26.82,3房(室)1廳1.5衛,3/4樓,"2,360 萬"
經貿三井稀有店辦,台北市南港區經貿二路 經貿地飆,店面,20.1年,建坪62.09,1房(室)2廳1衛(含加蓋1房(室)2廳1衛),1/9樓,"2,580 萬"
清幽鼎佳大空間,台北市信義區松山路,公寓,48.8年,建坪29.11,4房(室)3廳2衛(含加蓋2房(室)1廳1衛),4/4樓,"1,588 萬"
草山春曉陽明帝景,台北市士林區菁山路,華廈,16.3年,建坪74.23,4房(室)2廳2衛,2/5樓,"4,280 萬"
石油新村芳鄰大戶,台北市士林區德行東路,公寓,44.3年,建坪45.18,4房(室)2廳2衛,5/5樓,"2,988 萬"
雙子星大面寬金店,台北市大同區長安西路,店面,51.4年,建坪32.17,--房(室)1廳1衛,B1/5樓,"4,980 萬"
忠義靜巷三房雅居,台北市北投區中央北路四段,公寓,41.1年,建坪35.31,3房(室)2廳1衛,4/5樓,"1,698 萬"
大安稀有商三透天,台北市大安區文昌街,透天厝,59.0年,建坪44.36,8房(室)3廳3.5衛(含加蓋5房(室)1廳2.5衛),1~2/2樓,"8,588 萬"
板南捷運優質辦公,台北市萬華區西園路一段 龍門星鑽大樓,辦公商業大樓,34.1年,建坪49.31,--房(室)1廳--衛,6/11樓,"4,500 萬"
角間大坪數有管理,台北市中山區新生北路二段 香格里拉,辦公商業大樓,40.5年,建坪45.71,2房(室)2廳2衛,3/12樓,"3,600 萬"
正雙捷運出口純辦,台北市中山區南京東路三段,辦公商業大樓,53.8年,建坪219.77,9房(室)2廳2衛(含加蓋--房(室)--廳2衛),6/10樓,"25,800 萬"
東區核心商辦首席,台北市大安區忠孝東路四段 萬林大廈,住宅大樓,48.1年,建坪39.84,2房(室)1廳1衛,4/12樓,"4,338 萬"
低總免爬高二樓,台北市萬華區環河南路二段,公寓,51.5年,建坪17.81,2房(室)1廳1衛,2/5樓,"1,150 萬"
萬芳捷運超值美寓,台北市文山區萬安街,公寓,42.1年,建坪36.21,3房(室)2廳2衛,5/5樓,"1,688 萬"
萬芳捷運超值美寓,台北市文山區萬安街,公寓,42.1年,建坪36.21,3房(室)2廳2衛,5/5樓,"1,688 萬"
仁愛新城管理三房,台北市中正區杭州南路一段,住宅大樓,27.1年,建坪62.94,3房(室)2廳2衛,7/12樓,"6,936 萬"
東門金華兩房車,台北市中正區臨沂街 仁愛竹隱,華廈,17.2年,建坪45.51,2房(室)2廳1衛,4/6樓,"4,586 萬"
重慶南正馬路店面,台北市中正區重慶南路三段 臻第,店面,16.8年,建坪43.64,2房(室)2廳2衛(含加蓋1房(室)--廳2衛),1~2/12樓,"5,200 萬"
敦南首都捷運臻品,台北市大安區和平東路三段 敦南首都,辦公商業大樓,39.5年,建坪15.96,1房(室)2廳1衛,5/12樓,"1,728 萬"
藝術館溫馨美宅,台北市內湖區民權東路六段 瓏山林藝術館,住宅大樓,16.6年,建坪12.98,--房(室)1廳1衛,3/14樓,"1,208 萬"
敦化介壽設籍店面,台北市松山區八德路三段,公寓,45.8年,建坪25.62,--房(室)3廳3衛(含加蓋--房(室)1廳2衛),1/5樓,"3,300 萬"
邊間露臺電梯三房,台北市萬華區國興路 國興社區,住宅大樓,43.2年,建坪24.70,3房(室)2廳1衛,2/12樓,"1,738 萬"
松江南京捷運美套,台北市中山區林森北路 香檳大廈,辦公商業大樓,47.9年,建坪10.73,1房(室)1廳1衛,7/7樓,980 萬
古亭高樓裝潢四房,台北市中正區和平西路一段 力麒首御,住宅大樓,14.1年,建坪87.83,4房(室)2廳2衛,11/18樓,"9,888 萬"
世貿管理電梯三房,台北市信義區基隆路二段 漢聲大樓,辦公商業大樓,40.0年,建坪32.36,3房(室)2廳1衛,4/12樓,"2,800 萬"
正義景觀精美絕倫,台北市大安區忠孝東路三段 正義國宅,住宅大樓,38.3年,建坪35.70,1房(室)2廳2衛,3/14樓,"3,988 萬"
北市氣派展廳金店,台北市文山區羅斯福路五段 師大貴築,店面,19.6年,建坪242.84,--房(室)5廳4衛(含加蓋--房(室)3廳4衛),1~2/10樓,"19,800 萬"
松山雙鐵邊間四房,台北市信義區虎林街,公寓,38.5年,建坪47.21,4房(室)2廳2衛,4/5樓,"3,450 萬"
北投景觀二房坡車,台北市北投區稻香路 樹山丘,華廈,3.8年,建坪37.57,2房(室)2廳1衛,3/5樓,"2,350 萬"
松南邊間無面橋,台北市中山區新生北路一段 華宮大廈,住宅大樓,48.0年,建坪39.57,5房(室)1廳1衛,4/12樓,"2,760 萬"
露台庭院全聯電梯,台北市文山區興隆路二段 花開並蒂,住宅大樓,30.6年,建坪60.51,3房(室)2廳1.5衛,3/15樓,"2,880 萬"
美妝瑞安靜巷御邸,台北市大安區瑞安街 璽朵瑞安大樓,華廈,10.3年,建坪16.57,1房(室)1廳1衛,3/7樓,"2,161 萬"
羅斯福稀有店辦,台北市文山區羅斯福路五段,店面,45.2年,建坪22.84,#NAME?,1/5樓,"3,680 萬"
空總綠蔭庭園一樓,台北市大安區忠孝東路三段 正義國宅,住宅大樓,38.3年,建坪48.72,6房(室)2廳5衛(含加蓋--房(室)--廳1衛),1/14樓,"7,698 萬"
商二特透天大土地,台北市文山區興隆路一段,透天厝,55.8年,建坪68.97,3房(室)4廳2衛(含加蓋1房(室)--廳0.5衛),1~4/4樓,"6,700 萬"
中正一樓低總價讚,台北市中正區廈門街,公寓,49.2年,建坪21.77,1房(室)2廳1.5衛,1/4樓,"1,880 萬"
中正首購三樓公寓,台北市中正區廈門街,公寓,49.2年,建坪21.77,3房(室)1廳1衛,3/4樓,"1,780 萬"
中正首購低樓公寓,台北市中正區廈門街,公寓,49.2年,建坪21.77,2房(室)2廳1衛,2/4樓,"1,680 萬"
8米面寬黃金店面,台北市內湖區成功路四段 宏泰新象,店面,30.5年,建坪37.30,--房(室)1廳2衛,1/13樓,"3,880 萬"
陽明山歐校名邸,台北市士林區中庸一路,住宅大樓,30.8年,建坪87.48,1房(室)3廳2衛,14/14樓,"3,228 萬"
陽光山丘綠意兩房,台北市內湖區環山路二段 山丘小墅,華廈,6.8年,建坪31.75,2房(室)2廳1衛(含加蓋1房(室)--廳--衛),2/5樓,"2,598 萬"
石牌學區邊間三房,台北市北投區致遠一路二段,公寓,42.3年,建坪36.50,3房(室)2廳2衛,4/5樓,"2,780 萬"
靜巷低總小資首選,台北市萬華區青年路 自力社區,公寓,50.4年,建坪11.12,2房(室)1廳1衛,4/5樓,798 萬
長泰面寬靜謐一樓,台北市萬華區長泰街,其他,41.6年,建坪27.88,--房(室)1廳--衛,1/7樓,"1,588 萬"
稀有美妝庭院美宅,台北市南港區成福路 信義會館,華廈,11.4年,建坪16.99,2房(室)1廳1衛(含加蓋1房(室)--廳--衛),1/9樓,"2,280 萬"
稀有美妝庭院美宅,台北市南港區成福路 信義會館,華廈,11.4年,建坪16.99,2房(室)1廳1衛(含加蓋1房(室)--廳--衛),1/9樓,"2,280 萬"
五期面公園店面,台北市內湖區南京東路六段 寬藏,店面,15.6年,建坪21.40,--房(室)1廳1衛,1/13樓,"2,388 萬"
信義區獨棟透天,台北市信義區吳興街,透天厝,#NAME?,建坪36.42,4房(室)3廳2.5衛(含加蓋4房(室)3廳2.5衛),1~2/2樓,"1,980 萬"
古亭捷運百年及第,台北市中正區和平西路一段 百年及第大廈,住宅大樓,40.4年,建坪42.38,2房(室)2廳2衛,7/12樓,"4,371 萬"
捷運旁面馬路二樓,台北市大同區延平北路三段,公寓,55.4年,建坪24.81,1房(室)1廳1衛,2/4樓,"1,788 萬"
森聯大戶豪邸打通,台北市信義區信義路五段 森聯ME,華廈,16.8年,建坪86.03,2房(室)2廳2衛,5/7樓,"9,680 萬"
看101美妝頂加,台北市信義區吳興街,公寓,41.1年,建坪25.76,3房(室)2廳2衛(含加蓋1房(室)1廳1衛),5/5樓,"2,108 萬"
台北仰望帝王河景,台北市內湖區新明路 台北仰望,辦公商業大樓,10.6年,建坪92.84,--房(室)1廳--衛,13/13樓,"5,310 萬"
松江路邊間採光好,台北市中山區松江路 金鼎大廈,辦公商業大樓,42.5年,建坪30.16,2房(室)2廳2.5衛,5/12樓,"2,490 萬"
北醫美妝雙主臥,台北市信義區吳興街,公寓,40.7年,建坪31.59,3房(室)2廳3衛,4/5樓,"2,300 萬"
安居和平管理三房,台北市大安區安居街 賓士大廈,住宅大樓,41.4年,建坪43.96,3房(室)2廳2衛,3/12樓,"3,200 萬"
雙子星金店,台北市大同區延平北路一段 森城延平商業大樓,店面,47.3年,建坪33.77,--房(室)1廳1衛,1/11樓,"5,088 萬"
瑞安信義高樓豪景,台北市大安區,住宅大樓,#NAME?,建坪34.62,1房(室)2廳2衛,12/13樓,"6,588 萬"
近紅樓有內梯店面,台北市萬華區內江街 榮耀西門,辦公商業大樓,3.3年,建坪70.28,--房(室)2廳2衛,1~2/15樓,"9,880 萬"
千曜學優質店辦,台北市萬華區西園路二段 千曜學,店面,5.1年,建坪31.47,#NAME?,1/12樓,"3,380 萬"
捷運邊間辦公坡車,台北市大同區重慶北路二段 百利大樓,辦公商業大樓,32.0年,建坪129.16,2房(室)3廳2衛,7/12樓,"7,390 萬"
市府面寬質感金店,台北市信義區永吉路 信邑,店面,14.1年,建坪47.91,--房(室)1廳1衛,1/8樓,"4,880 萬"
閱狷聲金店面,台北市中正區杭州南路一段 閱狷聲,店面,8.3年,建坪56.23,--房(室)1廳1衛,1/14樓,"11,700 萬"
車站稀有釋出一樓,台北市萬華區西園路一段,工廠,44.3年,建坪20.39,--房(室)1廳1衛(含加蓋--房(室)--廳1衛),1/5樓,"2,860 萬"
景華名人大戶,台北市文山區景華街 景華名人,華廈,42.2年,建坪46.66,4房(室)2廳2衛,3/7樓,"3,450 萬"
明德捷運邊間美廈,台北市北投區致遠一路一段 澄品,住宅大樓,17.8年,建坪28.59,3房(室)2廳2衛,8/11樓,"2,488 萬"
明德捷運邊間美邸,台北市北投區致遠一路一段 澄品,住宅大樓,17.8年,建坪57.20,4房(室)4廳3衛,8/11樓,"4,976 萬"
明德捷運邊間美宅,台北市北投區致遠一路一段 澄品,住宅大樓,17.8年,建坪28.61,1房(室)2廳1衛,8/11樓,"2,488 萬"
稀有公寓二樓,台北市北投區公館路,公寓,55.1年,建坪14.24,3房(室)2廳2衛(含加蓋2房(室)1廳1衛),2/2樓,998 萬
松菸大巨蛋三角窗,台北市松山區八德路四段,店面,42.7年,建坪85.82,--房(室)2廳1衛,B1~1/7樓,"12,500 萬"
酒泉大空間公寓,台北市大同區酒泉街,公寓,50.3年,建坪23.23,6房(室)2廳2衛(含加蓋3房(室)1廳1衛),4/4樓,"1,928 萬"
捷運低總採光頂加,台北市中正區同安街,公寓,50.2年,建坪24.87,4房(室)2廳2衛(含加蓋1房(室)--廳1衛),4/4樓,"2,388 萬"
忠孝新生管理三房,台北市大安區建國南路一段 忠孝頂好大廈,住宅大樓,35.4年,建坪34.88,3房(室)2廳2衛,10/15樓,"4,380 萬"
邊間雙面採光美,台北市中山區民生東路一段 巴黎唐城,辦公商業大樓,29.0年,建坪6.38,1房(室)--廳1衛,7/10樓,598 萬
靜巷透天大土地,台北市大同區迪化街二段,透天厝,99.7年,建坪26.33,1房(室)3廳1衛(含加蓋--房(室)1廳--衛),1/1樓,"6,000 萬"
社子採光大空間,台北市士林區環河北路三段,公寓,43.2年,建坪36.28,3房(室)3廳2衛,4/5樓,"1,795 萬"
社子採光大空間,台北市士林區環河北路三段,公寓,43.2年,建坪36.28,3房(室)3廳2衛,4/5樓,"1,795 萬"
中山鬧區美套,台北市中山區林森北路 康寧華廈,住宅大樓,48.5年,建坪12.96,1房(室)--廳1衛,10/12樓,"1,230 萬"
大面寬稀有一樓,台北市南港區南港路二段 威京尊龍,住宅大樓,31.8年,建坪55.81,4房(室)2廳2衛,1/12樓,"5,500 萬"
陽明峰匯辦公室,台北市北投區中央北路四段 陽明峰匯,辦公商業大樓,11.6年,建坪66.71,2房(室)1廳1衛,3/14樓,"3,680 萬"
陽明峰匯辦公,台北市北投區中央北路四段 陽明峰匯,辦公商業大樓,11.6年,建坪67.80,1房(室)1廳1衛,3/14樓,"3,650 萬"
古亭電梯三房,台北市中正區重慶南路三段,店面,40.0年,建坪28.89,3房(室)2廳1衛(含加蓋--房(室)--廳1衛),7/7樓,"2,280 萬"
文湖電梯三房車位,台北市內湖區文湖街 文湖苑A,華廈,13.4年,建坪40.82,3房(室)2廳2衛,3/8樓,"2,800 萬"
古亭紀州同安6樓,台北市中正區同安街,華廈,0.3年,建坪51.81,3房(室)2廳2衛,6/7樓,"6,388 萬"
安泰靜巷前排三樓,台北市內湖區安泰街,公寓,43.8年,建坪33.58,3房(室)2廳2衛,3/5樓,"1,798 萬"
古亭商業角窗透天,台北市中正區羅斯福路二段,透天厝,67.1年,建坪23.36,--房(室)3廳1衛(含加蓋--房(室)1廳--衛),1~2/2樓,"11,350 萬"
富比世稀有露臺戶,台北市信義區松仁路 富比世廣場,住宅大樓,29.0年,建坪40.60,2房(室)2廳2衛,2/16樓,"4,230 萬"
SC鋼骨小宅,台北市信義區松勤街 新世界(松勤玖號),住宅大樓,17.8年,建坪25.46,1房(室)1廳1衛,11/19樓,"2,799 萬"
景觀邊間電梯兩房,台北市萬華區西藏路 西園吉第,住宅大樓,35.9年,建坪24.62,2房(室)1廳1衛,11/12樓,"1,680 萬"
雙拼華廈坡車,台北市士林區中山北路七段,華廈,39.3年,建坪56.44,4房(室)2廳3衛(含加蓋1房(室)--廳1衛),6/6樓,"3,980 萬"
投資置產好選擇,台北市北投區公館路,公寓,54.5年,建坪19.12,2房(室)--廳2衛,1/5樓,"1,130 萬"
古亭捷運雲嵐雅築,台北市中正區廈門街 雲嵐雅築,華廈,44.5年,建坪47.37,4房(室)2廳2衛,2/7樓,"4,688 萬"
古亭紀州同安3樓,台北市中正區同安街,華廈,0.3年,建坪51.81,3房(室)2廳2衛,3/7樓,"6,088 萬"
中正捷運角窗金店,台北市中正區水源路 水源翠堤,店面,42.0年,建坪31.48,--房(室)2廳1衛(含加蓋--房(室)1廳--衛),1/12樓,"3,650 萬"
高樓層新世界美宅,台北市信義區松勤街 新世界(松勤玖號),住宅大樓,17.8年,建坪19.94,1房(室)1廳1衛(含加蓋--房(室)--廳1衛),15/19樓,"2,680 萬"
敦南復旦稀有複式,台北市大安區敦化南路一段 復旦立體大樓,住宅大樓,47.2年,建坪51.42,2房(室)4廳2衛,3~4/14樓,"6,588 萬"
中正植物園3房,台北市中正區詔安街,華廈,39.3年,建坪34.07,3房(室)2廳2衛,2/7樓,"2,200 萬"
政大透天別墅,台北市文山區萬壽路 棲霞山莊,透天厝,51.1年,建坪51.82,--房(室)2廳2衛,1~2/2樓,"3,500 萬"
捷運採光方正精品,台北市松山區南京東路五段 珍珠大廈,辦公商業大樓,41.6年,建坪20.25,1房(室)2廳1衛,6/14樓,"1,950 萬"
天西管理四房美廈,台北市士林區天母西路 金園大廈,華廈,43.7年,建坪50.75,4房(室)2廳2衛,2/7樓,"3,680 萬"
幽靜小天地小套房,台北市北投區紗帽路 湖濱大廈,華廈,47.8年,建坪16.10,1房(室)1廳1衛,10/10樓,700 萬
英雄廣場置產首選,台北市中正區中華路一段 英雄廣場,店面,34.0年,建坪13.47,1房(室)1廳--衛,1~2/14樓,"1,388 萬"
古亭紀州同安2樓,台北市中正區同安街,華廈,0.3年,建坪51.81,3房(室)2廳2衛,2/7樓,"5,988 萬"
古亭紀州同安5樓,台北市中正區同安街,華廈,0.3年,建坪51.81,3房(室)2廳2衛,5/7樓,"6,288 萬"
福壽低總價美居,台北市中山區林森北路,華廈,42.9年,建坪8.24,1房(室)1廳1衛,4/8樓,688 萬
捷運綠景三房平車,台北市文山區辛亥路四段 林茵大道,住宅大樓,28.9年,建坪45.41,3房(室)2廳2衛,7/14樓,"2,899 萬"
超大空間電梯頂加,台北市中正區中華路二段,華廈,42.6年,建坪71.95,8房(室)3廳3衛(含加蓋4房(室)1廳1衛),7/7樓,"5,480 萬"
超大空間電梯頂加,台北市中正區中華路二段,華廈,42.6年,建坪71.95,8房(室)3廳3衛(含加蓋4房(室)1廳1衛),7/7樓,"5,480 萬"
北車博愛商四透天,台北市中正區博愛路,透天厝,#NAME?,建坪41.02,4房(室)4廳2衛,1~4/4樓,"8,000 萬"
天東黃金邊間店面,台北市士林區天母東路 華琪,店面,47.7年,建坪35.07,--房(室)1廳1衛,1/10樓,"5,880 萬"
金華龍門庭院美宅,台北市大安區泰順街,公寓,36.8年,建坪8.98,1房(室)1廳1衛(含加蓋1房(室)--廳--衛),1/5樓,"1,550 萬"
面學校高樓車位,台北市松山區三民路 民生漾,套房,16.2年,建坪15.01,2房(室)1廳1衛(含加蓋2房(室)--廳0.5衛),6/8樓,"1,850 萬"
未來捷運電梯三房,台北市士林區社正路,華廈,20.3年,建坪40.25,3房(室)2廳1.5衛(含加蓋2房(室)--廳1衛),4~5/8樓,"2,680 萬"
東區時尚挑高,台北市大安區大安路一段 大安星鑽,辦公商業大樓,21.6年,建坪11.03,3房(室)1廳1衛(含加蓋3房(室)--廳--衛),4/6樓,"1,688 萬"
稀有黑土辦公,台北市大安區仁愛路三段 康莊,辦公商業大樓,44.7年,建坪103.17,8房(室)1廳1衛,B1/12樓,"8,266 萬"
迪化稀有商場辦公,台北市大同區延平北路二段,店面,46.5年,建坪219.63,5房(室)1廳2衛(含加蓋3房(室)--廳2衛),B1/11樓,"5,880 萬"
忠順國泰收租二樓,台北市文山區忠順街一段,公寓,50.2年,建坪25.58,4房(室)1廳4衛(含加蓋--房(室)--廳1衛),2/4樓,"1,450 萬"
劍潭置產大空間,台北市士林區大南路,公寓,49.3年,建坪34.12,5房(室)1廳1衛,4/4樓,"1,588 萬"
明德置產倉庫辦公,台北市北投區懷德街 環翠大樓,華廈,48.4年,建坪128.19,#NAME?,B1/6樓,"3,799 萬"
低總價有裝潢美,台北市中山區長春路 世界觀光大廈,辦公商業大樓,45.7年,建坪7.77,1房(室)1廳1衛,4/12樓,680 萬
兩房大空間美寓,台北市萬華區西昌街,公寓,42.4年,建坪15.20,2房(室)1廳1衛,4/5樓,998 萬
南軟千坪挑高辦公,台北市南港區重陽路 世界心,辦公商業大樓,13.3年,建坪105.73,4房(室)1廳1衛,6/12樓,"5,688 萬"
美妝頂加名邸,台北市松山區八德路四段 智慧名邸,華廈,37.2年,建坪34.65,3房(室)2廳2衛(含加蓋1房(室)--廳1衛),7/7樓,"4,200 萬"
華爾街面寬三角窗,台北市中山區長安東路二段 長鴻大樓,店面,24.5年,建坪50.25,--房(室)1廳2衛,2/12樓,"4,500 萬"
全新遠雄宜進辦公,台北市南港區成功路一段 遠雄宜進I-CITY,辦公商業大樓,1.9年,建坪236.33,#NAME?,2/14樓,"17,188 萬"
遠雄宜進頂級A辦,台北市南港區成功路一段 遠雄宜進I-CITY,辦公商業大樓,1.9年,建坪113.11,#NAME?,2/14樓,"8,202 萬"
遠雄宜進頂級廠辦,台北市南港區成功路一段 遠雄宜進I-CITY,廠辦,1.9年,建坪810.61,--房(室)8廳--衛,7/14樓,"60,000 萬"
遠雄宜進全新A辦,台北市南港區成功路一段 遠雄宜進I-CITY,辦公商業大樓,1.9年,建坪123.22,#NAME?,2/14樓,"8,988 萬"
信義松雍13B,台北市信義區松勇路,住宅大樓,1.2年,建坪120.69,--房(室)1廳--衛,13/16樓,"22,388 萬"
中正區面寬金店面,台北市中正區廈門街,店面,50.5年,建坪32.47,--房(室)1廳1衛(含加蓋--房(室)--廳1衛),B1~1/4樓,"3,480 萬"
近捷運小資電梯宅,台北市信義區嘉興街,套房,36.4年,建坪11.95,1房(室)1廳1衛,5/7樓,"1,300 萬"
北醫方正採光,台北市信義區吳興街,公寓,47.2年,建坪26.14,2房(室)2廳1衛,4/5樓,"1,888 萬"
新生金華學區金店,台北市大安區青田街,店面,47.6年,建坪7.51,--房(室)1廳--衛,1/11樓,"1,680 萬"
捷運電梯採光四房,台北市大安區復興南路二段 斯美大廈,住宅大樓,45.8年,建坪40.73,4房(室)2廳2衛,5/12樓,"5,090 萬"
面公園裝潢美宅,台北市士林區社中街,公寓,42.2年,建坪30.29,3房(室)3廳1衛(含加蓋1房(室)1廳--衛),5/5樓,"1,890 萬"
捷運靜巷店面,台北市松山區八德路四段,店面,36.3年,建坪24.22,#NAME?,B1~1/5樓,"3,500 萬"
圓山捷大馬路店面,台北市中山區民族東路 中山大觀,店面,21.9年,建坪57.87,--房(室)2廳1衛,1/9樓,"4,980 萬"
內湖捷運三角店面,台北市內湖區內湖路三段,店面,43.7年,建坪14.32,1房(室)1廳1衛(含加蓋1房(室)--廳--衛),1/5樓,"1,288 萬"
內湖捷運三角店面,台北市內湖區內湖路三段,店面,43.7年,建坪14.32,1房(室)1廳1衛(含加蓋1房(室)--廳--衛),1/5樓,"1,288 萬"
天母邊間採光美居,台北市北投區行義路 行雲別莊華廈,華廈,42.7年,建坪57.37,4房(室)2廳2衛(含加蓋--房(室)--廳1衛),2/7樓,"3,458 萬"
邊間鼎佳大空間,台北市信義區松山路,公寓,48.8年,建坪29.11,4房(室)4廳2衛(含加蓋2房(室)2廳1衛),4/4樓,"1,450 萬"
雙園吉第景觀好宅,台北市萬華區西園路二段 雙園吉第,住宅大樓,35.8年,建坪69.41,4房(室)3廳2衛,11/12樓,"4,480 萬"
捷運面寬庭院車庫,台北市大安區和平東路二段,華廈,43.7年,建坪94.41,6房(室)3廳3衛(含加蓋3房(室)1廳1衛),B1~1/7樓,"9,800 萬"
雙子星商場金店面,台北市萬華區洛陽街 中華萬福大樓,店面,41.9年,建坪6.58,--房(室)1廳--衛,1/9樓,588 萬
慈聖宮廟口人車多,台北市大同區延平北路二段 名仕華廈,店面,42.6年,建坪53.36,1房(室)3廳1衛(含加蓋--房(室)2廳1衛),1/11樓,"3,655 萬"
聖荷西花園金店辦,台北市中山區堤頂大道二段 聖荷西花園,辦公商業大樓,21.9年,建坪123.71,2房(室)1廳3衛,1~2/11樓,"15,988 萬"
臺大醫院捷運金店,台北市中正區衡陽路,店面,34.2年,建坪130.44,7房(室)2廳3衛,B1/15樓,"7,176 萬"
古亭捷運低總金店,台北市中正區南昌路二段 美麗人生,店面,20.2年,建坪17.16,--房(室)1廳1衛,1/11樓,"2,388 萬"
西門青年創業金店,台北市中正區中華路一段 英雄廣場,店面,33.8年,建坪8.66,--房(室)1廳--衛,1/14樓,850 萬
中山小資有陽台,台北市中山區林森北路 香檳大廈,辦公商業大樓,47.9年,建坪7.45,1房(室)--廳1衛,4/7樓,598 萬
雙城街金店面,台北市中山區雙城街,店面,45.0年,建坪62.13,5房(室)2廳4衛(含加蓋3房(室)2廳1衛),1/6樓,"3,880 萬"
綠境逸居車庫好宅,台北市北投區立農街一段,公寓,44.4年,建坪34.11,3房(室)2廳2衛(含加蓋--房(室)--廳1衛),1/5樓,"3,680 萬"
稀有翠亨美妝管理,台北市信義區光復南路 翠亨雅舍,辦公商業大樓,36.4年,建坪31.63,2房(室)--廳2衛,2/12樓,"3,418 萬"
卡納琳大面寬店面,台北市大安區安和路一段 卡納琳,住宅大樓,40.6年,建坪37.98,3房(室)2廳2衛(含加蓋--房(室)1廳--衛),1/12樓,"9,500 萬"
菁山路公寓二樓,台北市士林區菁山路,公寓,40.6年,建坪21.37,6房(室)--廳1衛,2/3樓,"1,280 萬"
古亭捷運四房加車,台北市中正區南昌路二段 德林行館,住宅大樓,17.9年,建坪28.39,4房(室)2廳1衛(含加蓋3房(室)--廳--衛),8/13樓,"2,880 萬"
劍潭方便停車一樓,台北市士林區華齡街,公寓,55.1年,建坪28.86,3房(室)2廳1衛,1/4樓,"2,299 萬"
中原街旁金店,台北市中山區新生北路三段,店面,39.5年,建坪28.35,--房(室)2廳2衛(含加蓋--房(室)1廳2衛),1/7樓,"3,180 萬"
必買高質感金店,台北市中正區和平西路一段 力麒首御,店面,14.2年,建坪29.75,--房(室)1廳1衛,1/18樓,"3,600 萬"
東湖成家靜巷小宅,台北市內湖區東湖路 神仙居,華廈,31.6年,建坪16.23,2房(室)1廳1衛(含加蓋1房(室)--廳--衛),2/5樓,"1,188 萬"
東騰信義高樓遠景,台北市信義區吳興街 東騰信義,華廈,8.1年,建坪57.69,3房(室)2廳2衛,9/9樓,"5,380 萬"
綠意森邸大安名苑,台北市大安區復興南路二段 美麗佳人,住宅大樓,17.7年,建坪13.88,1房(室)1廳1衛,6/12樓,"1,860 萬"
