鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,編號,主建物面積,附屬建物面積,陽台面積,電梯
前金區,房地(土地+建物)+車位,高雄市前金區旺盛街４６號八樓之１,21.06,1140307,土地2建物1車位1,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040210,169.65,3,2,2,有,有,17440000,102800,坡道平面,31.94,0,RPPNMLSJPHKGFAE38EA,75.45,3.95,7.94,有
三民區,房地(土地+建物),高雄市三民區灣興街８９號,4785.4,1140307,土地1建物1車位0,全,一層,透天厝,工業用,鋼骨加強磚造,550215,1759.68,0,0,0,無,無,670325916,380936,,0,0,RPVNMLKMOHKGFDE58DA,1669.44,90.24,0,無
左營區,房地(土地+建物),高雄市左營區翠華路６０１巷１６號十六樓,26.51,1140326,土地1建物1車位0,十六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土結構造,880303,174.72,3,2,2,有,有,9100000,52083,,0,0,RPVPMLOLMHKGFEE98DA,102.08,0,11.32,有
楠梓區,房地(土地+建物)+車位,高雄市楠梓區秀群路５３９巷１７號三樓,30.42,1140325,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,850921,152.91,3,2,2,有,有,8800000,57550,坡道平面,0,0,RPPOMLNJPHKGFEE28DA,86.12,0,10.43,有
楠梓區,房地(土地+建物),高雄市楠梓區德賢路２３５號,78,1140311,土地1建物1車位0,全,五層,透天厝,住商用,鋼筋混凝土造,830126,269.18,5,3,5,有,無,29500000,109592,,0,0,RPWNMLTJPHKGFEE86DA,235.8,9.72,23.66,無
阿蓮區,房地(土地+建物),高雄市阿蓮區玉庫路５２０巷７０號,115.77,1140323,土地3建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1140103,165.71,5,2,3,有,無,10900000,65778,,0,0,RPWNMLRKOHKGFJE17DA,157.13,0,8.58,無
新興區,房地(土地+建物),高雄市新興區七賢二路２５號８樓之８,3.92,1140321,土地1建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,710925,47.5,2,1,1,有,有,4600000,96842,,0,0,RPTNMLTJPHKGFBE88DA,34.75,0,4.28,有
小港區,房地(土地+建物),高雄市小港區華盛街７６巷１５號,82,1140310,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,711224,119.12,4,3,4,有,無,13500000,113331,,0,0,RPTOMLMJPHKGFCE38DA,119.12,0,0,無
三民區,房地(土地+建物)+車位,高雄市三民區德勝街６９號十一樓之１,12.23,1140316,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140108,118.52,2,2,1,有,有,15420000,130105,坡道平面,18.49,0,RPPPMLNLOHKGFDE38DA,48.91,3.17,11.41,有
三民區,房地(土地+建物)+車位,高雄市三民區大享路５０號三樓之２,23.88,1140331,土地1建物1車位1,三層，四層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,841129,168.19,3,2,3,有,有,10000000,59457,坡道平面,0,0,RPWNMLSJPHKGFDE66DA,83.21,0,14,有
