鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,編號,主建物面積,附屬建物面積,陽台面積,電梯
大安區,房地(土地+建物)+車位,臺北市大安區復興南路二段３０７號十四樓,21.66,1110216,土地3建物1車位2,十四層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1140122,263.27,4,1,2,有,無,97000000,477530,坡道平面,81.92,10400000,RPOOMLMJOHKGFFA67DA,112.1,0,11.78,有
大安區,房地(土地+建物)+車位,臺北市大安區復興南路二段３０１號十六樓,17.47,1110212,土地3建物1車位2,十六層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1140122,219.62,3,1,2,有,無,76400000,483637,坡道平面,75.09,6500000,RPRNMLKKOHKGFFA77DA,90.88,0,7.85,有
大安區,房地(土地+建物)+車位,臺北市大安區復興南路二段３０１號十四樓,16.81,1110218,土地3建物1車位1,十四層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1140122,178.65,3,1,2,有,無,72590000,476681,坡道平面,34.13,3700000,RPOQMLMJOHKGFFA87DA,90.88,0,7.85,有
大同區,房地(土地+建物)+車位,臺北市大同區承德路二段１０１號十三樓,19.72,1110213,土地2建物1車位2,十三層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1140121,311.34,3,2,3,有,有,103600000,351672,坡道平面,33.24,5800000,RPXOMLNKNHKGFBA28DA,165.45,3.38,14.16,有
大同區,房地(土地+建物)+車位,臺北市大同區承德路二段１０１號十三樓之６,7.94,1110213,土地2建物1車位1,十三層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1140121,130.83,2,2,1,有,有,42000000,342352,坡道平面,16.62,2900000,RPPPMLNKNHKGFBA57DA,66.98,4.27,4.92,有
大安區,房地(土地+建物)+車位,臺北市大安區復興南路二段３０７號十七樓,21.62,1110217,土地3建物1車位2,十七層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1140122,256.44,4,1,2,有,無,95000000,483044,坡道平面,75.09,7400000,RPWNMLTLNHKGFFA56DA,112.1,0,11.78,有
北投區,房地(土地+建物)+車位,臺北市北投區大興街７３號六樓,12.41,1110208,土地1建物1車位1,六層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1131212,169.61,3,2,2,有,有,31550000,209859,坡道平面,31.66,2600000,RPXNMLNJPHKGFEA58DA,86.04,0,6.4,有
中山區,房地(土地+建物),臺北市中山區新生北路二段７６巷１８號六樓,13.12,1110224,土地1建物1車位0,六層,十層,華廈(10層含以下有電梯),住家用,ＲＣ造,1140417,93.51,2,2,2,有,無,23480000,251096,,0,0,RPRNMLSJPHKGFCA38EA,55.12,0,8.27,有
南港區,房地(土地+建物),臺北市南港區興南街９９之１號九樓,9.83,1110225,土地1建物1車位0,九層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1131230,73.55,2,2,2,有,有,20660000,280897,,0,0,RPSOMLRKOHKGFDA48DA,43.77,1.64,3.35,有
大安區,房地(土地+建物)+車位,臺北市大安區復興南路二段３０３號十四樓,16.89,1110212,土地3建物1車位1,十四層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1140122,185.56,3,1,2,有,無,76860000,502490,坡道平面,40.96,4200000,RPUNMLLKPHKGFFA28DA,90.83,0,7.93,有
