鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,編號,主建物面積,附屬建物面積,陽台面積,電梯
文山區,房地(土地+建物),臺北市文山區興隆路四段１１５巷８號,49.34,1131202,土地1建物1車位0,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0861111,143.83,4,1,2,有,無,12000000,83432,,0,0,RPTNMLPLIIJGFAA57EA,104.1,0,11.48,有
文山區,房地(土地+建物),臺北市文山區景興路１７１號二樓,27.38,1131210,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0731004,96.69,3,2,2,有,無,14000000,144793,,0,0,RPPNMLKMKIJGFAA96EA,82.36,1.3,13.03,無
中正區,房地(土地+建物),臺北市中正區廈門街８１巷２２之１號三樓,41.62,1131218,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0570118,104.56,3,2,2,有,無,27600000,263963,,0,0,RPPNMLLMKIJGFAA07EA,104.56,0,0,無
萬華區,房地(土地+建物),臺北市萬華區西園路二段３７２巷３弄１９號二樓,42,1131203,土地1建物1車位0,二層,二層,公寓(5樓含以下無電梯),,加強磚造,,60.7,2,2,1,有,無,10000000,164745,,0,0,RPQNMLKMKIJGFBA17EA,60.7,0,0,無
萬華區,房地(土地+建物),臺北市萬華區漢口街二段９０巷２號,23.25,1131212,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0610331,86.22,1,1,1,有,無,8650000,100325,,0,0,RPRNMLLMKIJGFBA37EA,86.22,0,0,無
中山區,建物,臺北市中山區民權東路一段７巷１１號五樓之２、五樓之３、五樓之５,0,1131203,土地0建物1車位0,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0670901,22.21,0,0,0,無,無,2000000,90050,,0,0,RPSNMLRLKIJGFCA08EA,16.69,0,5.52,有
中山區,建物,臺北市中山區民權東路一段７巷１１號六樓、六樓之１、六樓之２、六樓之３、六樓之４,0,1131203,土地0建物1車位0,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0670901,29.74,0,0,0,無,無,3000000,100874,,0,0,RPTNMLRLKIJGFCA18EA,25.1,0,4.64,有
內湖區,房地(土地+建物)+車位,臺北市內湖區成功路二段３１７巷１３號四樓,21.14,1131213,土地1建物1車位2,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1040630,282.9,3,2,2,有,有,53880000,228839,坡道平面,69.3,5000000,RPPNMLKMKIJGFCA17EA,127.8,1.71,15.78,有
松山區,房地(土地+建物),臺北市松山區富錦街５７１巷８號,22.4,1131230,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0590306,38.63,3,2,2,有,無,5156000,133471,,0,0,RPRPMLMKKIJGFDA67EA,38.63,0,0,無
士林區,房地(土地+建物),臺北市士林區中正路６０１號五樓之３,5.84,1131218,土地2建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0690111,40.48,1,1,1,有,有,5000000,123518,,0,0,RPQNMLLMKIJGFEA57EA,33.2,0,0,有
士林區,房地(土地+建物),臺北市士林區格致路３２號,73.46,1131215,土地1建物1車位0,全,二層,透天厝,住商用,磚石造,0510327,40.78,2,2,1,有,無,20000000,490436,,0,0,RPSNMLLMKIJGFEA77EA,40.78,0,0,無
中正區,房地(土地+建物),臺北市中正區汀州路一段９２巷３６號三樓,20,1131205,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720813,88.18,2,1,2,有,無,5000000,56702,,0,0,RPWNMLKMKIJGFAA57DA,74.02,0,11.97,無
中山區,房地(土地+建物),臺北市中山區農安街２８之１號十樓之８,3.69,1131214,土地1建物1車位0,十層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0690821,32.39,1,1,1,有,有,6000000,185242,,0,0,RPOOMLPLKIJGFCA47DA,22.45,0,0,有
