鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３７號十五樓之１,24.88,住,,,1101228,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,175.72,4,2,2,有,有,16000000,96413,坡道平面,27.4,1700000,預售屋、或土地及建物分件登記案件；,RPXPMLLKQHKGFJB76DA,88.43,0,9.81,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３９號十五樓之３,21.08,住,,,1101226,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,153.09,3,2,2,有,有,13460000,94359,坡道平面,27.4,1600000,111.06.28讓渡金額不變114.01.17夫妻讓渡預售屋、或土地及建物分件登記案件；,RPPQMLLKQHKGFJB68DA,74.49,0,8.77,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３９號十五樓之２,21.85,住,,,1101228,土地1建物1車位2,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,185.05,3,2,2,有,有,16000000,96737,坡道平面,54.8,3400000,預售屋、或土地及建物分件登記案件；,RPRQMLLKQHKGFJB88DA,76.55,0,9.74,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３７號五樓之３,21.08,住,,,1101227,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,153.09,3,2,2,有,有,12020000,83698,坡道平面,27.4,1500000,112.06.29讓渡1262萬及夫妻贈與讓渡1/2預售屋、或土地及建物分件登記案件；,RPPOMLQLQHKGFJB09DA,74.49,0,8.77,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３７號七樓之３,21.08,住,,,1101227,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,153.09,3,2,2,有,有,12460000,87199,坡道平面,27.4,1500000,111.01.14讓渡1261萬預售屋、或土地及建物分件登記案件；,RPROMLQLQHKGFJB66DA,74.49,0,8.77,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３７號十四樓之２,21.85,住,,,1101224,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,157.65,3,2,2,有,有,13460000,91823,坡道平面,27.4,1500000,111.12.20讓渡1390萬預售屋、或土地及建物分件登記案件；,RPXOMLQLQHKGFJB27DA,76.55,0,9.74,有,,
,,,,,,,,,,,,,,,,,,,,,14387500,94615.52632,,,,,,,,,,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段６５０號九樓之３,24.23,住,,,1140706,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130701,145.21,3,2,2,有,有,15270000,105158,坡道平面,30.03,0,,RPPNMLRKPHKGFJB88DA,70.76,0,6.53,有,228,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段６５２號十三樓之６,17.01,住,,,1140727,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130701,110.48,2,2,1,有,有,11600000,104996,坡道平面,30.03,0,,RPQNMLSLPHKGFJB56DA,48.01,0,6.62,有,229,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段２２１號十樓之３,18.08,住,,,1140710,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130710,116.71,2,2,1,有,有,11260000,96478,坡道平面,26.01,0,其他增建；,RPVNMLSKQHKGFJB07DA,52.88,0,5.39,有,430,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段２１１號三樓之３,26.58,住,,,1140718,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130710,157.07,3,2,2,有,有,14980000,95371,坡道平面,26.01,0,,RPQNMLLKQHKGFJB48DA,76.11,0,11.37,有,505,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段２２１號九樓之３,18.08,住,,,1140710,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130710,116.71,2,2,1,有,有,11500000,98535,坡道平面,0,0,,RPUNMLPLQHKGFJB76DA,52.88,0,5.39,有,506,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段２２１號十樓之６,18.08,住,,,1140623,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130710,115.91,2,2,1,有,有,11880000,102493,坡道平面,26.01,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLOJPHKGFJB78DA,52.44,0,5.37,有,637,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段６５０號十五樓之３,24.23,住,,,1140608,土地1建物1車位2,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130701,175.24,3,2,2,有,有,16800000,95869,坡道平面,60.06,0,,RPPNMLLJPHKGFJB18DA,70.76,0,6.53,有,687,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段７６６號九樓之１,17,住,,,1140610,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140414,114.42,2,2,2,有,有,13350000,116675,坡道平面,27.36,0,,RPUOMLKKPHKGFJB78DA,54.58,0,3.32,有,881,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段６６２號十一樓之２,17.7,住,,,1140601,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1120522,116.4,2,2,1,有,有,12500000,107388,坡道平面,29.96,0,,RPTNMLTJOHKGFJB66DA,50.19,0,7.39,有,1106,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段５０７號六樓之７,18.95,住,,,1140622,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110913,135.37,3,2,2,有,有,14380000,106227,坡道平面,29.97,0,,RPWNMLNJRHKGFJB66DA,65.9,0,4.61,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段３３５號二樓之６,15.19,住,,,1140512,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140123,106.94,2,2,1,有,有,10000000,93510,坡道平面,24.78,0,,RPXNMLNLNHKGFJB56DA,49.27,0,4.54,有,1180,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段３３３號二樓之６,15.19,住,,,1140509,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140123,105.64,2,2,1,有,有,10900000,103181,坡道平面,22.8,0,,RPQNMLMJOHKGFJB28DA,49.2,0,4.67,有,1237,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段６５６號十三樓之８,17.01,住,,,1140505,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130701,112.96,2,1,1,有,有,12600000,111544,坡道平面,30.03,0,,RPOOMLNLOHKGFJB48DA,47.97,0,6.62,有,1361,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段３７９號四樓之６,15.77,住,,,1140508,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121104,116.56,2,2,1,有,有,10600000,90940,坡道平面,28.58,0,,RPQNMLNKOHKGFJB48DA,53.08,0,5.92,有,1383,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段３９９號十三樓之５,16.64,住,,,1140518,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1131017,114.94,2,2,2,有,有,11500000,100052,坡道平面,24.55,0,,RPVNMLNLOHKGFJB09DA,55.92,0,3.92,有,1426,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段３３３號十五樓之２,14.82,住,,,1140524,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140123,105.13,2,2,1,有,有,13580000,129173,坡道平面,24.78,0,,RPSNMLPLOHKGFJB98DA,48.08,0,4.17,有,1444,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段３３５號八樓之２,15.19,住,,,1140512,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140123,106.95,2,2,1,有,有,10130000,94717,坡道平面,24.78,0,,RPSNMLTJOHKGFJB56DA,49.27,0,4.55,有,1518,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段２２１號七樓之３,18.08,住,,,1140510,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130710,116.71,2,2,1,有,有,11500000,98535,坡道平面,26.01,0,,RPQPMLPKPHKGFJB98DA,52.88,0,5.39,有,1590,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段６６２號三樓之２,17.7,住,,,1140505,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1120522,113.93,2,2,1,有,有,12000000,105328,坡道平面,27.49,0,,RPUNMLSKOHKGFJB76DA,50.19,0,7.39,有,1646,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段６５２號八樓之９,24.49,住,,,1140530,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130701,145.26,3,2,2,有,有,16200000,111524,坡道平面,30.03,0,,RPTNMLQLOHKGFJB56DA,71.21,0,6.98,有,1647,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段２６９號二樓之１,24.77,住,,,1140512,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140321,153.97,3,2,2,有,有,15220000,108634,坡道平面,27.49,1480000,預售屋、或土地及建物分件登記案件；,RPTNMLNLPHKGFJB98DA,71.51,0,10.79,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段３４９號十二樓之１,15.94,住,,,1140520,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140625,120.3,2,2,1,有,有,13600000,128530,坡道平面,29.66,1950000,預售屋、或土地及建物分件登記案件；,RPTPMLOLPHKGFJB66DA,53.14,0,5.92,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段６５２號二樓之９,24.49,住,,,1140402,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130701,145.26,3,2,2,有,有,14750000,101542,坡道平面,30.03,0,,RPVRMLPKNHKGFJB86DA,71.21,0,6.98,有,1882,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段３９９號二樓之５,16.64,住,,,1140419,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1131017,114.94,2,2,2,有,有,12000000,104402,坡道平面,24.55,0,,RPURMLPKNHKGFJB76DA,55.92,0,3.92,有,1915,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段３９９號十三樓之１,23.85,住,,,1140411,土地1建物1車位2,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1131017,178.48,3,2,2,有,有,16650000,93288,坡道平面,49.1,0,,RPRNMLLLNHKGFJB38DA,78.35,0,7.35,有,1981,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段２６９號八樓之１,24.77,住,,,1140409,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140321,153.97,3,2,2,有,有,15900000,113219,坡道平面,27.49,1580000,預售屋、或土地及建物分件登記案件；,RPUNMLNLPHKGFJB09DA,71.51,0,10.79,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段３９９號六樓之５,16.64,住,,,1140325,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1131017,114.94,2,2,2,有,有,11500000,100052,坡道平面,24.55,0,,RPOOMLPJNHKGFJB38DA,55.92,0,3.92,有,2133,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段３９９號九樓之５,16.64,住,,,1140321,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1131017,114.94,2,2,2,有,有,11100000,96572,坡道平面,24.55,0,,RPVNMLNKOHKGFJB98DA,55.92,0,3.92,有,2148,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段２６７號二樓之５,24.77,住,,,1140307,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140321,154.67,3,2,2,有,有,16050000,113290,坡道平面,28.71,1780000,預售屋、或土地及建物分件登記案件；,RPPSMLTKOHKGFJB86DA,71.75,0,10.23,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段２６９號三樓之３,24.77,住,,,1140313,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140321,153.45,3,2,2,有,有,15500000,109717,坡道平面,27.49,1680000,預售屋、或土地及建物分件登記案件；,RPSSMLTKOHKGFJB17DA,71.75,0,10.23,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段３４７號三樓之６,15.94,住,,,1140330,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140625,118.06,2,2,1,有,有,12660000,125113,坡道平面,29.66,1600000,預售屋、或土地及建物分件登記案件；,RPTRMLOLPHKGFJB86DA,53.08,0,5.92,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段２６９號四樓之３,24.77,住,,,1140303,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140321,154.67,3,2,2,有,有,15380000,109559,坡道平面,28.71,1580000,預售屋、或土地及建物分件登記案件；,RPRNMLTKQHKGFJB76DA,71.75,0,10.23,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段６６０號八樓之２,17.7,住,,,1140226,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1120522,113.93,2,2,1,有,有,12400000,108839,坡道平面,27.49,0,,RPSNMLQJQHKGFJB09DA,50.19,0,7.39,有,2331,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段２６９號二樓之２,24.77,住,,,1140211,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140321,153.97,3,2,2,有,有,16180000,115433,坡道平面,27.49,1580000,預售屋、或土地及建物分件登記案件；,RPPQMLRJQHKGFJB56DA,71.51,0,10.79,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段２６７號二樓之１,24.77,住,,,1140218,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140321,155.19,3,2,2,有,有,15830000,112666,坡道平面,28.71,1580000,預售屋、或土地及建物分件登記案件；,RPXNMLPKQHKGFJB96DA,71.51,0,10.79,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段７９０號十五樓,24.58,住,,,1140107,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051114,165.12,3,2,2,有,有,15600000,94477,坡道平面,31.86,0,,RPOOMLRKOHKGFJB78DA,78.75,1.16,10.36,有,2359,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段２６５號八樓之１,23.5,住,,,1140106,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140321,148.33,3,2,2,有,有,15900000,118040,坡道平面,28.71,1780000,預售屋、或土地及建物分件登記案件；,RPTQMLQKPHKGFJB86DA,68.9,0,8.98,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段２６５號九樓之５,23.5,住,,,1131203,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140321,148.33,3,2,2,有,有,15980000,118291,坡道平面,28.71,1830000,預售屋、或土地及建物分件登記案件；,RPVOMLTKOHKGFJB07DA,68.9,0,8.98,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段３３５號十樓之７,24.82,住,,,1131102,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140123,159.33,3,2,2,有,有,15080000,99071,坡道平面,24.78,1750000,預售屋、或土地及建物分件登記案件；,RPOOMLRKLHKGFJB48DA,79.61,0,8.6,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段２６５號,19.69,住,,,1131104,土地1建物1車位1,一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140321,127.8,2,2,1,有,有,12800000,113230,坡道平面,28.71,1580000,預售屋、或土地及建物分件登記案件；,RPQNMLLJPHKGFJB28DA,60.58,0,3.9,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段２６５號二樓之２,23.5,住,,,1131122,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140321,148.33,3,2,2,有,有,15480000,115365,坡道平面,28.71,1680000,預售屋、或土地及建物分件登記案件；,RPSNMLLJPHKGFJB48DA,68.9,0,8.98,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段３５１號十一樓之１,1.74,住,,,1131108,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140625,153.03,3,2,2,有,有,16400000,117127,坡道平面,29.66,1950000,預售屋、或土地及建物分件登記案件；,RPWNMLOLPHKGFJB76DA,73.81,0,7.97,有,,
